时间,设备名称,磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),磁场矢量和(ʯt),角度Z(°)
 13:51:48.291,COM10_9600_00, 266.786, 222.027, 198.354, 399.770, 39.700,
 13:51:48.395,COM10_9600_00, 266.812, 222.027, 198.354, 399.790, 39.700,
 13:51:48.497,COM10_9600_00, 266.799, 222.027, 198.354, 399.780, 39.700,
 13:51:48.600,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:48.703,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:48.805,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:48.908,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:49.009,COM10_9600_00, 266.786, 222.027, 198.367, 399.780, 39.700,
 13:51:49.111,COM10_9600_00, 266.786, 222.027, 198.367, 399.780, 39.700,
 13:51:49.213,COM10_9600_00, 266.786, 222.027, 198.354, 399.770, 39.700,
 13:51:49.315,COM10_9600_00, 266.786, 222.027, 198.354, 399.770, 39.700,
 13:51:49.417,COM10_9600_00, 266.786, 222.027, 198.354, 399.770, 39.700,
 13:51:49.518,COM10_9600_00, 266.799, 222.027, 198.354, 399.780, 39.700,
 13:51:49.620,COM10_9600_00, 266.786, 222.027, 198.354, 399.770, 39.700,
 13:51:49.722,COM10_9600_00, 266.786, 222.027, 198.354, 399.770, 39.700,
 13:51:49.825,COM10_9600_00, 266.799, 222.027, 198.354, 399.780, 39.700,
 13:51:49.927,COM10_9600_00, 266.799, 222.027, 198.354, 399.780, 39.700,
 13:51:50.029,COM10_9600_00, 266.799, 222.027, 198.354, 399.780, 39.700,
 13:51:50.132,COM10_9600_00, 266.838, 222.027, 198.354, 399.800, 39.700,
 13:51:50.233,COM10_9600_00, 266.825, 222.027, 198.354, 399.790, 39.700,
 13:51:50.334,COM10_9600_00, 266.812, 222.027, 198.354, 399.790, 39.700,
 13:51:50.437,COM10_9600_00, 266.812, 222.040, 198.367, 399.800, 39.700,
 13:51:50.539,COM10_9600_00, 266.812, 222.040, 198.367, 399.800, 39.700,
 13:51:50.640,COM10_9600_00, 266.812, 222.040, 198.367, 399.800, 39.700,
 13:51:50.742,COM10_9600_00, 266.799, 222.040, 198.367, 399.790, 39.700,
 13:51:50.843,COM10_9600_00, 266.786, 222.027, 198.367, 399.780, 39.700,
 13:51:50.946,COM10_9600_00, 266.812, 222.027, 198.367, 399.790, 39.700,
 13:51:51.048,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:51.150,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:51.253,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:51.356,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:51.458,COM10_9600_00, 266.799, 222.027, 198.367, 399.780, 39.700,
 13:51:51.558,COM10_9600_00, 266.786, 222.027, 198.367, 399.780, 39.700,
 13:51:51.661,COM10_9600_00, 266.786, 222.027, 198.367, 399.780, 39.700,
 13:51:51.763,COM10_9600_00, 266.786, 222.027, 198.367, 399.780, 39.700,
 13:51:51.867,COM10_9600_00, 266.786, 222.040, 198.367, 399.780, 39.700,
 13:51:51.970,COM10_9600_00, 266.786, 222.040, 198.367, 399.780, 39.700,
 13:51:52.073,COM10_9600_00, 266.825, 222.040, 198.367, 399.810, 39.700,
 13:51:52.175,COM10_9600_00, 266.812, 222.040, 198.367, 399.800, 39.700,
