时间,设备名称,磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),磁场矢量和(ʯt),角度Z(°)
 16:21:03.383,COM10_9600_00,5.733,5.772,5.759,9.97,45.2
 16:21:03.487,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:03.589,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:03.690,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:03.791,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:03.893,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:03.995,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:04.098,COM10_9600_00,5.733,5.772,5.759,9.97,45.1
 16:21:04.200,COM10_9600_00,5.72,5.772,5.759,9.96,45.1
 16:21:04.302,COM10_9600_00,5.707,5.772,5.759,9.95,45.2
 16:21:04.404,COM10_9600_00,5.72,5.772,5.759,9.96,45.3
 16:21:04.507,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:04.609,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:04.711,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:04.813,COM10_9600_00,5.707,5.772,5.759,9.95,45.2
 16:21:04.916,COM10_9600_00,5.72,5.772,5.759,9.96,45.3
 16:21:05.018,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:05.120,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:05.222,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:05.324,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:05.425,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:05.526,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:05.629,COM10_9600_00,5.733,5.772,5.759,9.97,45.2
 16:21:05.730,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:05.834,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:05.936,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.039,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.139,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.243,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.345,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.448,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.550,COM10_9600_00,5.759,5.772,5.759,9.98,45.1
 16:21:06.652,COM10_9600_00,5.746,5.772,5.759,9.97,45
 16:21:06.753,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.855,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:06.956,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:07.057,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:07.159,COM10_9600_00,5.746,5.772,5.759,9.97,45.1
 16:21:07.260,COM10_9600_00,5.733,5.772,5.759,9.97,45.1
 16:21:07.363,COM10_9600_00,5.72,5.772,5.759,9.96,45.1
 16:21:07.465,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:07.567,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:07.668,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:07.770,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:07.873,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:07.974,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:08.075,COM10_9600_00,5.733,5.772,5.759,9.97,45.2
 16:21:08.279,COM10_9600_00,5.72,5.772,5.759,9.96,45.1
 16:21:08.381,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:08.482,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:08.585,COM10_9600_00,5.733,5.772,5.759,9.97,45.2
 16:21:08.687,COM10_9600_00,5.72,5.785,5.759,9.97,45.2
 16:21:08.790,COM10_9600_00,5.733,5.785,5.759,9.97,45.3
 16:21:08.892,COM10_9600_00,5.72,5.772,5.759,9.96,45.1
 16:21:08.993,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:09.095,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.197,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.299,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.401,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.503,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.605,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.706,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.807,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:09.908,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.010,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.112,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.214,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.316,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.418,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.519,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.621,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.722,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.825,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:10.927,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:11.029,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:11.131,COM10_9600_00,5.72,5.759,5.759,9.95,45.1
 16:21:11.233,COM10_9600_00,5.72,5.759,5.759,9.95,45.1
 16:21:11.335,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:11.437,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:11.539,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:11.641,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:11.742,COM10_9600_00,5.733,5.772,5.772,9.97,45.2
 16:21:11.843,COM10_9600_00,5.72,5.772,5.772,9.97,45.1
 16:21:11.946,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:12.048,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:12.150,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:12.253,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:12.355,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:12.457,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:12.557,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:12.659,COM10_9600_00,5.759,5.772,5.785,10,45.2
 16:21:12.762,COM10_9600_00,5.759,5.772,5.759,9.98,45
 16:21:12.863,COM10_9600_00,5.759,5.772,5.759,9.98,45
 16:21:12.964,COM10_9600_00,5.759,5.772,5.759,9.98,45
 16:21:13.065,COM10_9600_00,5.746,5.772,5.759,9.97,45
 16:21:13.168,COM10_9600_00,5.733,5.772,5.759,9.97,45.1
 16:21:13.269,COM10_9600_00,5.72,5.772,5.759,9.96,45.1
 16:21:13.371,COM10_9600_00,5.72,5.772,5.759,9.96,45.2
 16:21:13.473,COM10_9600_00,5.707,5.772,5.759,9.95,45.2
 16:21:13.574,COM10_9600_00,5.759,5.772,5.759,9.98,45.3
 16:21:13.676,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:13.779,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:13.880,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:13.983,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:14.085,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:14.187,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:14.289,COM10_9600_00,5.746,5.772,5.772,9.98,45
 16:21:14.391,COM10_9600_00,5.746,5.772,5.772,9.98,45.1
 16:21:14.492,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:14.594,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:14.696,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:14.798,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:14.900,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:15.001,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:15.104,COM10_9600_00,5.746,5.772,5.772,9.98,45.1
 16:21:15.204,COM10_9600_00,5.746,5.772,5.772,9.98,45.1
 16:21:15.306,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:15.407,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:15.508,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:15.611,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:15.713,COM10_9600_00,5.72,5.772,5.772,9.97,45.1
 16:21:15.815,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:15.918,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:16.019,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:16.121,COM10_9600_00,5.733,5.772,5.772,9.97,45.2
 16:21:16.224,COM10_9600_00,5.72,5.772,5.772,9.97,45.1
 16:21:16.325,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:16.427,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:16.529,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:16.631,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:16.731,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:16.834,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:16.935,COM10_9600_00,5.733,5.772,5.772,9.97,45.2
 16:21:17.036,COM10_9600_00,5.72,5.772,5.772,9.97,45.1
 16:21:17.138,COM10_9600_00,5.72,5.772,5.772,9.97,45.2
 16:21:17.241,COM10_9600_00,5.72,5.785,5.772,9.97,45.3
 16:21:17.343,COM10_9600_00,5.72,5.785,5.772,9.97,45.3
 16:21:17.444,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:17.546,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:17.648,COM10_9600_00,5.733,5.785,5.785,9.99,45.3
 16:21:17.750,COM10_9600_00,5.733,5.785,5.785,9.99,45.2
 16:21:17.851,COM10_9600_00,5.72,5.785,5.785,9.98,45.2
 16:21:17.953,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:18.055,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:18.157,COM10_9600_00,5.733,5.772,5.785,9.98,45.2
 16:21:18.259,COM10_9600_00,5.733,5.772,5.785,9.98,45.1
 16:21:18.360,COM10_9600_00,5.733,5.759,5.785,9.97,45.1
 16:21:18.461,COM10_9600_00,5.733,5.759,5.785,9.97,45.1
 16:21:18.563,COM10_9600_00,5.759,5.759,5.785,9.99,45.1
 16:21:18.665,COM10_9600_00,5.746,5.759,5.785,9.98,45
 16:21:18.767,COM10_9600_00,5.746,5.759,5.785,9.98,45
 16:21:18.869,COM10_9600_00,5.746,5.772,5.785,9.99,45.1
 16:21:18.970,COM10_9600_00,5.746,5.772,5.785,9.99,45.1
 16:21:19.071,COM10_9600_00,5.746,5.772,5.785,9.99,45.1
 16:21:19.173,COM10_9600_00,5.733,5.772,5.785,9.98,45.1
 16:21:19.276,COM10_9600_00,5.733,5.772,5.785,9.98,45.1
 16:21:19.377,COM10_9600_00,5.733,5.772,5.785,9.98,45.1
 16:21:19.479,COM10_9600_00,5.72,5.772,5.785,9.97,45.1
 16:21:19.581,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:19.683,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:19.785,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:19.886,COM10_9600_00,5.72,5.772,5.785,9.97,45.2
 16:21:19.988,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:20.089,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:20.190,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:20.292,COM10_9600_00,5.733,5.785,5.785,9.99,45.3
 16:21:20.395,COM10_9600_00,5.733,5.785,5.785,9.99,45.2
 16:21:20.496,COM10_9600_00,5.733,5.785,5.785,9.99,45.2
 16:21:20.597,COM10_9600_00,5.733,5.785,5.772,9.98,45.2
 16:21:20.698,COM10_9600_00,5.733,5.785,5.772,9.98,45.2
 16:21:20.799,COM10_9600_00,5.733,5.785,5.772,9.98,45.2
 16:21:20.901,COM10_9600_00,5.733,5.785,5.772,9.98,45.2
 16:21:21.002,COM10_9600_00,5.72,5.785,5.772,9.97,45.2
 16:21:21.103,COM10_9600_00,5.72,5.785,5.772,9.97,45.3
 16:21:21.205,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:21.306,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:21.410,COM10_9600_00,5.72,5.785,5.785,9.98,45.3
 16:21:21.511,COM10_9600_00,5.72,5.785,5.772,9.97,45.3
 16:21:21.612,COM10_9600_00,5.733,5.785,5.772,9.98,45.3
 16:21:21.714,COM10_9600_00,5.733,5.785,5.772,9.98,45.2
 16:21:21.816,COM10_9600_00,5.733,5.772,5.772,9.97,45.1
 16:21:21.919,COM10_9600_00,5.746,5.772,5.772,9.98,45.1
 16:21:22.022,COM10_9600_00,5.746,5.772,5.772,9.98,45.1
 16:21:22.124,COM10_9600_00,5.759,5.772,5.772,9.99,45.1
 16:21:22.226,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:22.327,COM10_9600_00,5.759,5.772,5.772,9.99,45
 16:21:22.430,COM10_9600_00,5.746,5.772,5.772,9.98,45
 16:21:22.531,COM10_9600_00,5.746,5.772,5.772,9.98,45.1
 16:21:22.633,COM10_9600_00,5.746,5.772,5.772,9.98,45.1
 16:21:22.736,COM10_9600_00,5.746,5.785,5.772,9.99,45.1
 16:21:22.837,COM10_9600_00,5.746,5.785,5.785,10,45.1
 16:21:22.938,COM10_9600_00,5.746,5.785,5.772,9.99,45.1
 16:21:23.041,COM10_9600_00,5.746,5.785,5.772,9.99,45.1
 16:21:23.143,COM10_9600_00,5.746,5.785,5.772,9.99,45.1
 16:21:23.245,COM10_9600_00,5.746,5.785,5.772,9.99,45.1
 16:21:23.349,COM10_9600_00,5.746,5.785,5.772,9.99,45.1
 16:21:23.451,COM10_9600_00,5.772,5.785,5.759,10,45.1
 16:21:23.553,COM10_9600_00,5.785,5.785,5.759,10,45
 16:21:23.654,COM10_9600_00,5.785,5.785,5.759,10,45
 16:21:23.757,COM10_9600_00,5.798,5.785,5.759,10.01,45
 16:21:23.858,COM10_9600_00,5.798,5.759,5.759,10,44.8
 16:21:23.960,COM10_9600_00,5.798,5.759,5.759,10,44.8
 16:21:24.061,COM10_9600_00,5.811,5.759,5.746,10,44.8
 16:21:24.163,COM10_9600_00,5.811,5.746,5.694,9.96,44.6
 16:21:24.265,COM10_9600_00,5.837,5.733,5.694,9.97,44.6
 16:21:24.366,COM10_9600_00,5.837,5.72,5.694,9.96,44.4
 16:21:24.469,COM10_9600_00,5.85,5.707,5.694,9.96,44.3
 16:21:24.569,COM10_9600_00,5.85,5.707,5.668,9.95,44.2
 16:21:24.672,COM10_9600_00,5.85,5.707,5.668,9.95,44.2
 16:21:24.774,COM10_9600_00,5.85,5.707,5.655,9.94,44.2
 16:21:24.875,COM10_9600_00,5.85,5.707,5.642,9.93,44.2
 16:21:24.977,COM10_9600_00,5.85,5.707,5.629,9.92,44.2
 16:21:25.077,COM10_9600_00,5.85,5.707,5.629,9.92,44.2
 16:21:25.179,COM10_9600_00,5.85,5.694,5.603,9.9,44.2
 16:21:25.280,COM10_9600_00,5.876,5.694,5.59,9.91,44.2
 16:21:25.381,COM10_9600_00,5.889,5.694,5.59,9.92,44
 16:21:25.483,COM10_9600_00,5.902,5.694,5.551,9.9,44
 16:21:25.585,COM10_9600_00,5.902,5.694,5.551,9.9,43.9
 16:21:25.686,COM10_9600_00,5.915,5.694,5.525,9.9,43.9
 16:21:25.788,COM10_9600_00,5.928,5.694,5.499,9.89,43.9
 16:21:25.890,COM10_9600_00,5.928,5.694,5.486,9.88,43.8
 16:21:25.992,COM10_9600_00,5.954,5.694,5.46,9.88,43.8
 16:21:26.095,COM10_9600_00,5.967,5.694,5.447,9.88,43.7
 16:21:26.196,COM10_9600_00,5.98,5.694,5.421,9.88,43.6
 16:21:26.297,COM10_9600_00,5.993,5.694,5.408,9.88,43.5
 16:21:26.398,COM10_9600_00,6.032,5.694,5.369,9.88,43.5
 16:21:26.499,COM10_9600_00,6.032,5.694,5.343,9.87,43.3
 16:21:26.602,COM10_9600_00,6.045,5.694,5.343,9.87,43.3
 16:21:26.704,COM10_9600_00,6.045,5.707,5.317,9.87,43.3
 16:21:26.807,COM10_9600_00,6.058,5.707,5.291,9.86,43.3
 16:21:26.909,COM10_9600_00,6.071,5.707,5.265,9.86,43.2
 16:21:27.011,COM10_9600_00,6.11,5.72,5.239,9.87,43.2
 16:21:27.113,COM10_9600_00,6.11,5.72,5.213,9.86,43.1
 16:21:27.216,COM10_9600_00,6.123,5.72,5.174,9.85,43.1
 16:21:27.319,COM10_9600_00,6.123,5.733,5.174,9.86,43.1
 16:21:27.420,COM10_9600_00,6.123,5.746,5.109,9.83,43.1
 16:21:27.522,COM10_9600_00,6.175,5.759,5.109,9.87,43.2
 16:21:27.623,COM10_9600_00,6.175,5.759,5.083,9.86,43
 16:21:27.724,COM10_9600_00,6.227,5.759,5.044,9.87,43
 16:21:27.827,COM10_9600_00,6.24,5.772,5.005,9.86,42.8
 16:21:27.929,COM10_9600_00,6.24,5.824,4.966,9.88,43
 16:21:28.031,COM10_9600_00,6.266,5.85,4.953,9.9,43.1
 16:21:28.133,COM10_9600_00,6.279,5.85,4.914,9.89,43
 16:21:28.235,COM10_9600_00,6.344,5.85,4.888,9.92,42.9
 16:21:28.337,COM10_9600_00,6.344,5.85,4.849,9.9,42.6
 16:21:28.439,COM10_9600_00,6.344,5.85,4.81,9.88,42.6
 16:21:28.541,COM10_9600_00,6.357,5.876,4.784,9.89,42.8
 16:21:28.643,COM10_9600_00,6.409,5.902,4.771,9.93,42.8
 16:21:28.745,COM10_9600_00,6.422,5.915,4.706,9.92,42.7
 16:21:28.846,COM10_9600_00,6.435,5.928,4.68,9.92,42.7
 16:21:28.947,COM10_9600_00,6.448,5.954,4.641,9.93,42.7
 16:21:29.048,COM10_9600_00,6.474,5.98,4.628,9.95,42.8
 16:21:29.150,COM10_9600_00,6.487,5.993,4.563,9.94,42.7
 16:21:29.251,COM10_9600_00,6.5,6.032,4.524,9.95,42.9
 16:21:29.353,COM10_9600_00,6.513,6.045,4.498,9.96,42.9
 16:21:29.455,COM10_9600_00,6.552,6.084,4.459,9.99,43
 16:21:29.558,COM10_9600_00,6.552,6.097,4.42,9.98,42.9
 16:21:29.659,COM10_9600_00,6.578,6.097,4.381,9.98,42.9
 16:21:29.760,COM10_9600_00,6.63,6.11,4.355,10.01,42.8
 16:21:29.861,COM10_9600_00,6.63,6.162,4.303,10.02,42.9
 16:21:29.962,COM10_9600_00,6.656,6.188,4.251,10.03,43
 16:21:30.063,COM10_9600_00,6.695,6.201,4.186,10.04,42.9
 16:21:30.164,COM10_9600_00,6.747,6.227,4.121,10.06,42.9
 16:21:30.265,COM10_9600_00,6.747,6.24,4.069,10.05,42.7
 16:21:30.366,COM10_9600_00,6.76,6.253,4.03,10.05,42.8
 16:21:30.468,COM10_9600_00,6.825,6.292,4.004,10.11,42.9
 16:21:30.570,COM10_9600_00,6.825,6.357,3.978,10.14,42.9
 16:21:30.671,COM10_9600_00,6.851,6.357,3.965,10.15,42.9
 16:21:30.773,COM10_9600_00,6.864,6.37,3.874,10.13,42.9
 16:21:30.876,COM10_9600_00,6.89,6.396,3.848,10.16,42.9
 16:21:30.978,COM10_9600_00,6.916,6.422,3.796,10.17,42.9
 16:21:31.080,COM10_9600_00,6.955,6.461,3.757,10.21,43
 16:21:31.181,COM10_9600_00,6.981,6.487,3.692,10.22,43
 16:21:31.282,COM10_9600_00,6.994,6.552,3.653,10.26,43.1
 16:21:31.384,COM10_9600_00,7.033,6.565,3.601,10.27,43.1
 16:21:31.485,COM10_9600_00,7.046,6.591,3.549,10.28,43.1
 16:21:31.588,COM10_9600_00,7.072,6.617,3.497,10.3,43.2
 16:21:31.690,COM10_9600_00,7.098,6.656,3.432,10.32,43.2
 16:21:31.792,COM10_9600_00,7.137,6.695,3.38,10.35,43.3
 16:21:31.894,COM10_9600_00,7.163,6.721,3.315,10.37,43.2
 16:21:31.996,COM10_9600_00,7.189,6.747,3.263,10.39,43.2
 16:21:32.098,COM10_9600_00,7.215,6.799,3.211,10.42,43.4
 16:21:32.201,COM10_9600_00,7.267,6.812,3.146,10.45,43.3
 16:21:32.304,COM10_9600_00,7.293,6.851,3.094,10.47,43.3
 16:21:32.405,COM10_9600_00,7.319,6.916,3.042,10.52,43.4
 16:21:32.508,COM10_9600_00,7.358,6.942,2.964,10.54,43.4
 16:21:32.610,COM10_9600_00,7.384,6.968,2.899,10.56,43.4
 16:21:32.712,COM10_9600_00,7.41,7.02,2.834,10.59,43.5
 16:21:32.815,COM10_9600_00,7.423,7.046,2.782,10.61,43.5
 16:21:32.916,COM10_9600_00,7.449,7.072,2.743,10.63,43.6
 16:21:33.018,COM10_9600_00,7.475,7.111,2.652,10.65,43.6
 16:21:33.120,COM10_9600_00,7.501,7.163,2.6,10.69,43.7
 16:21:33.222,COM10_9600_00,7.514,7.189,2.535,10.7,43.7
 16:21:33.324,COM10_9600_00,7.527,7.254,2.483,10.74,43.9
 16:21:33.426,COM10_9600_00,7.592,7.28,2.431,10.8,44
 16:21:33.527,COM10_9600_00,7.605,7.332,2.353,10.82,44
 16:21:33.628,COM10_9600_00,7.644,7.384,2.275,10.87,44.1
 16:21:33.731,COM10_9600_00,7.67,7.423,2.223,10.9,44.1
 16:21:33.834,COM10_9600_00,7.709,7.462,2.158,10.94,44.2
 16:21:33.935,COM10_9600_00,7.722,7.501,2.093,10.97,44.2
 16:21:34.038,COM10_9600_00,7.761,7.553,2.015,11.02,44.3
 16:21:34.140,COM10_9600_00,7.8,7.579,1.963,11.05,44.3
 16:21:34.242,COM10_9600_00,7.826,7.631,1.872,11.09,44.3
 16:21:34.343,COM10_9600_00,7.878,7.696,1.794,11.16,44.5
 16:21:34.445,COM10_9600_00,7.904,7.722,1.716,11.18,44.4
 16:21:34.546,COM10_9600_00,7.943,7.787,1.638,11.24,44.5
 16:21:34.648,COM10_9600_00,7.956,7.826,1.573,11.27,44.5
 16:21:34.751,COM10_9600_00,7.982,7.852,1.521,11.3,44.6
 16:21:34.852,COM10_9600_00,7.995,7.904,1.417,11.33,44.7
 16:21:34.955,COM10_9600_00,8.021,7.943,1.365,11.37,44.8
 16:21:35.057,COM10_9600_00,8.06,7.982,1.3,11.42,44.8
 16:21:35.160,COM10_9600_00,8.086,8.073,1.235,11.49,45
 16:21:35.261,COM10_9600_00,8.112,8.112,1.131,11.53,45
 16:21:35.362,COM10_9600_00,8.151,8.164,1.066,11.59,45.1
 16:21:35.465,COM10_9600_00,8.164,8.216,0.975,11.62,45.2
 16:21:35.566,COM10_9600_00,8.177,8.268,0.897,11.66,45.3
 16:21:35.668,COM10_9600_00,8.229,8.32,0.819,11.73,45.4
 16:21:35.769,COM10_9600_00,8.255,8.385,0.728,11.79,45.5
 16:21:35.871,COM10_9600_00,8.294,8.437,0.65,11.85,45.6
 16:21:35.973,COM10_9600_00,8.32,8.489,0.559,11.9,45.6
 16:21:36.074,COM10_9600_00,8.333,8.541,0.481,11.94,45.7
 16:21:36.176,COM10_9600_00,8.359,8.593,0.416,12,45.8
 16:21:36.277,COM10_9600_00,8.385,8.645,0.351,12.05,45.9
 16:21:36.381,COM10_9600_00,8.424,8.684,0.221,12.1,46
 16:21:36.482,COM10_9600_00,8.437,8.762,0.143,12.16,46.1
 16:21:36.584,COM10_9600_00,8.502,8.827,0.117,12.26,46.2
 16:21:36.687,COM10_9600_00,8.528,8.879,0.052,12.31,46.2
 16:21:36.788,COM10_9600_00,8.554,8.931,-0.026,12.37,46.3
 16:21:36.889,COM10_9600_00,8.554,8.983,-0.104,12.4,46.4
 16:21:36.991,COM10_9600_00,8.567,9.022,-0.208,12.44,46.5
 16:21:37.092,COM10_9600_00,8.58,9.074,-0.273,12.49,46.6
 16:21:37.194,COM10_9600_00,8.606,9.126,-0.377,12.55,46.7
 16:21:37.295,COM10_9600_00,8.632,9.191,-0.455,12.62,46.8
 16:21:37.398,COM10_9600_00,8.671,9.269,-0.559,12.7,47
 16:21:37.500,COM10_9600_00,8.684,9.347,-0.663,12.78,47.1
 16:21:37.601,COM10_9600_00,8.697,9.399,-0.754,12.83,47.2
 16:21:37.702,COM10_9600_00,8.736,9.464,-0.845,12.91,47.4
 16:21:37.804,COM10_9600_00,8.749,9.542,-0.962,12.98,47.5
 16:21:37.905,COM10_9600_00,8.762,9.594,-1.066,13.04,47.6
 16:21:38.007,COM10_9600_00,8.801,9.646,-1.183,13.11,47.7
 16:21:38.109,COM10_9600_00,8.814,9.711,-1.248,13.17,47.8
 16:21:38.211,COM10_9600_00,8.879,9.776,-1.365,13.28,47.9
 16:21:38.313,COM10_9600_00,8.892,9.841,-1.456,13.34,47.9
 16:21:38.416,COM10_9600_00,8.905,9.919,-1.586,13.42,48.1
 16:21:38.518,COM10_9600_00,8.918,9.984,-1.69,13.49,48.2
 16:21:38.620,COM10_9600_00,8.97,10.023,-1.82,13.57,48.3
 16:21:38.722,COM10_9600_00,8.983,10.101,-1.95,13.66,48.3
 16:21:38.824,COM10_9600_00,9.009,10.166,-2.028,13.73,48.5
 16:21:38.925,COM10_9600_00,9.009,10.218,-2.171,13.79,48.5
 16:21:39.027,COM10_9600_00,9.022,10.296,-2.262,13.88,48.8
 16:21:39.129,COM10_9600_00,9.035,10.374,-2.379,13.96,48.9
 16:21:39.232,COM10_9600_00,9.061,10.426,-2.444,14.03,49
 16:21:39.334,COM10_9600_00,9.074,10.478,-2.574,14.1,49.1
 16:21:39.436,COM10_9600_00,9.087,10.569,-2.639,14.19,49.3
 16:21:39.537,COM10_9600_00,9.1,10.66,-2.782,14.29,49.5
 16:21:39.640,COM10_9600_00,9.113,10.738,-2.886,14.38,49.7
 16:21:39.743,COM10_9600_00,9.126,10.803,-3.016,14.46,49.8
 16:21:39.846,COM10_9600_00,9.152,10.881,-3.146,14.56,50
 16:21:39.949,COM10_9600_00,9.178,10.946,-3.276,14.66,50.1
 16:21:40.052,COM10_9600_00,9.178,11.037,-3.419,14.76,50.2
 16:21:40.153,COM10_9600_00,9.165,11.05,-3.445,14.76,50.2
 16:21:40.254,COM10_9600_00,9.165,11.102,-3.471,14.81,50.4
 16:21:40.356,COM10_9600_00,9.165,11.102,-3.497,14.81,50.4
 16:21:40.459,COM10_9600_00,9.152,11.102,-3.497,14.81,50.4
 16:21:40.562,COM10_9600_00,9.152,11.102,-3.497,14.81,50.4
 16:21:40.664,COM10_9600_00,9.126,11.115,-3.497,14.8,50.5
 16:21:40.766,COM10_9600_00,9.113,11.102,-3.497,14.78,50.5
 16:21:40.867,COM10_9600_00,9.113,11.102,-3.497,14.78,50.6
