时间	设备名称	Bx*	By*	Bz*	B	角度	Bx	By	Bz
 16:33:24.822	COM10_9600_00	-10.452	-5.577	1.105	11.9	-151.9	-5.577	-1.105	-10.452
 16:33:24.974	COM10_9600_00	-10.452	-5.499	1.118	11.86	-152.2	-5.499	-1.118	-10.452
 16:33:25.127	COM10_9600_00	-10.426	-5.551	1.066	11.86	-152	-5.551	-1.066	-10.426
 16:33:25.278	COM10_9600_00	-10.439	-5.564	1.092	11.88	-151.9	-5.564	-1.092	-10.439
 16:33:25.431	COM10_9600_00	-10.413	-5.577	1.105	11.86	-151.8	-5.577	-1.105	-10.413
 16:33:25.582	COM10_9600_00	-10.439	-5.564	1.079	11.88	-151.8	-5.564	-1.079	-10.439
 16:33:25.735	COM10_9600_00	-10.426	-5.512	1.092	11.84	-152.1	-5.512	-1.092	-10.426
 16:33:25.887	COM10_9600_00	-10.426	-5.577	1.105	11.88	-151.8	-5.577	-1.105	-10.426
 16:33:26.040	COM10_9600_00	-10.413	-5.538	1.092	11.84	-152	-5.538	-1.092	-10.413
 16:33:26.191	COM10_9600_00	-10.439	-5.564	1.066	11.88	-151.8	-5.564	-1.066	-10.439
 16:33:26.343	COM10_9600_00	-10.387	-5.538	1.04	11.82	-152	-5.538	-1.04	-10.387
 16:33:26.495	COM10_9600_00	-10.478	-5.512	1.079	11.89	-152	-5.512	-1.079	-10.478
 16:33:26.646	COM10_9600_00	-10.413	-5.551	1.092	11.85	-152	-5.551	-1.092	-10.413
 16:33:26.798	COM10_9600_00	-10.413	-5.512	1.079	11.83	-152.1	-5.512	-1.079	-10.413
 16:33:26.951	COM10_9600_00	-10.504	-5.525	1.118	11.92	-152	-5.525	-1.118	-10.504
 16:33:27.103	COM10_9600_00	-10.413	-5.577	1.066	11.86	-152	-5.577	-1.066	-10.413
 16:33:27.255	COM10_9600_00	-10.452	-5.512	1.118	11.87	-152.1	-5.512	-1.118	-10.452
 16:33:27.408	COM10_9600_00	-10.478	-5.512	1.079	11.89	-152.1	-5.512	-1.079	-10.478
 16:33:27.560	COM10_9600_00	-10.452	-5.551	1.131	11.89	-152	-5.551	-1.131	-10.452
 16:33:27.712	COM10_9600_00	-10.452	-5.564	1.079	11.89	-151.9	-5.564	-1.079	-10.452
 16:33:27.865	COM10_9600_00	-10.452	-5.538	1.105	11.88	-152	-5.538	-1.105	-10.452
 16:33:28.018	COM10_9600_00	-10.4	-5.551	1.118	11.84	-152	-5.551	-1.118	-10.4
 16:33:28.171	COM10_9600_00	-10.452	-5.499	1.04	11.86	-152.1	-5.499	-1.04	-10.452
 16:33:28.324	COM10_9600_00	-10.4	-5.551	1.079	11.84	-152	-5.551	-1.079	-10.4
 16:33:28.476	COM10_9600_00	-10.452	-5.551	1.053	11.88	-151.9	-5.551	-1.053	-10.452
 16:33:28.629	COM10_9600_00	-10.465	-5.538	1.105	11.89	-152	-5.538	-1.105	-10.465
 16:33:28.783	COM10_9600_00	-10.374	-5.525	1.105	11.81	-152.1	-5.525	-1.105	-10.374
 16:33:28.934	COM10_9600_00	-10.491	-5.551	1.079	11.92	-151.8	-5.551	-1.079	-10.491
 16:33:29.086	COM10_9600_00	-10.439	-5.59	1.131	11.9	-151.9	-5.59	-1.131	-10.439
 16:33:29.238	COM10_9600_00	-10.4	-5.564	1.092	11.85	-151.9	-5.564	-1.092	-10.4
 16:33:29.391	COM10_9600_00	-10.478	-5.577	1.066	11.92	-151.7	-5.577	-1.066	-10.478
 16:33:29.542	COM10_9600_00	-10.4	-5.525	1.092	11.83	-152.1	-5.525	-1.092	-10.4
 16:33:29.694	COM10_9600_00	-10.335	-5.499	1.079	11.76	-152.1	-5.499	-1.079	-10.335
 16:33:29.847	COM10_9600_00	-10.283	-5.499	1.066	11.71	-151.9	-5.499	-1.066	-10.283
 16:33:29.999	COM10_9600_00	-10.322	-5.447	1.04	11.72	-152	-5.447	-1.04	-10.322
 16:33:30.150	COM10_9600_00	-10.335	-5.538	1.001	11.77	-151.7	-5.538	-1.001	-10.335
 16:33:30.303	COM10_9600_00	-10.348	-5.408	1.066	11.72	-152.3	-5.408	-1.066	-10.348
 16:33:30.455	COM10_9600_00	-10.283	-5.486	1.066	11.7	-152	-5.486	-1.066	-10.283
 16:33:30.607	COM10_9600_00	-10.283	-5.447	1.053	11.68	-152	-5.447	-1.053	-10.283
 16:33:30.758	COM10_9600_00	-10.179	-5.421	1.027	11.58	-152.2	-5.421	-1.027	-10.179
 16:33:30.911	COM10_9600_00	-10.14	-5.382	1.014	11.52	-152.1	-5.382	-1.014	-10.14
 16:33:31.063	COM10_9600_00	-10.14	-5.434	1.053	11.55	-151.8	-5.434	-1.053	-10.14
 16:33:31.216	COM10_9600_00	-10.14	-5.33	1.04	11.5	-152.2	-5.33	-1.04	-10.14
 16:33:31.370	COM10_9600_00	-10.088	-5.33	1.014	11.45	-152.2	-5.33	-1.014	-10.088
 16:33:31.524	COM10_9600_00	-10.062	-5.304	1.001	11.42	-152.2	-5.304	-1.001	-10.062
 16:33:31.675	COM10_9600_00	-9.984	-5.278	1.027	11.34	-152.3	-5.278	-1.027	-9.984
 16:33:31.827	COM10_9600_00	-10.023	-5.317	0.975	11.39	-151.9	-5.317	-0.975	-10.023
 16:33:31.979	COM10_9600_00	-9.971	-5.239	1.053	11.31	-152.4	-5.239	-1.053	-9.971
 16:33:32.132	COM10_9600_00	-9.984	-5.213	0.949	11.3	-152.3	-5.213	-0.949	-9.984
 16:33:32.285	COM10_9600_00	-9.906	-5.265	1.014	11.26	-152.1	-5.265	-1.014	-9.906
 16:33:32.438	COM10_9600_00	-9.867	-5.239	0.988	11.22	-152.1	-5.239	-0.988	-9.867
 16:33:32.590	COM10_9600_00	-9.841	-5.187	0.975	11.17	-152.2	-5.187	-0.975	-9.841
 16:33:32.742	COM10_9600_00	-9.763	-5.213	0.949	11.11	-152	-5.213	-0.949	-9.763
 16:33:32.894	COM10_9600_00	-9.75	-5.161	0.988	11.08	-152.1	-5.161	-0.988	-9.75
 16:33:33.047	COM10_9600_00	-9.724	-5.135	0.949	11.04	-152.2	-5.135	-0.949	-9.724
 16:33:33.197	COM10_9600_00	-9.672	-5.135	0.949	10.99	-152.1	-5.135	-0.949	-9.672
 16:33:33.350	COM10_9600_00	-9.594	-5.07	0.936	10.89	-152.3	-5.07	-0.936	-9.594
 16:33:33.502	COM10_9600_00	-9.555	-5.031	0.962	10.84	-152.3	-5.031	-0.962	-9.555
 16:33:33.656	COM10_9600_00	-9.516	-5.005	0.897	10.79	-152.3	-5.005	-0.897	-9.516
 16:33:33.808	COM10_9600_00	-9.425	-4.979	0.884	10.7	-152.3	-4.979	-0.884	-9.425
 16:33:33.960	COM10_9600_00	-9.425	-4.953	0.871	10.68	-152.2	-4.953	-0.871	-9.425
 16:33:34.112	COM10_9600_00	-9.412	-4.966	0.858	10.68	-152.2	-4.966	-0.858	-9.412
 16:33:34.263	COM10_9600_00	-9.425	-4.914	0.91	10.67	-152.4	-4.914	-0.91	-9.425
 16:33:34.418	COM10_9600_00	-9.464	-4.953	0.884	10.72	-152.2	-4.953	-0.884	-9.464
 16:33:34.571	COM10_9600_00	-9.464	-4.914	0.871	10.7	-152.5	-4.914	-0.871	-9.464
 16:33:34.724	COM10_9600_00	-9.425	-4.927	0.871	10.67	-152.4	-4.927	-0.871	-9.425
 16:33:34.875	COM10_9600_00	-9.425	-4.979	0.897	10.7	-152.1	-4.979	-0.897	-9.425
 16:33:35.028	COM10_9600_00	-9.412	-4.94	0.91	10.67	-152.3	-4.94	-0.91	-9.412
 16:33:35.181	COM10_9600_00	-9.386	-4.992	0.897	10.67	-152	-4.992	-0.897	-9.386
 16:33:35.332	COM10_9600_00	-9.438	-4.966	0.897	10.7	-152.1	-4.966	-0.897	-9.438
 16:33:35.485	COM10_9600_00	-9.464	-4.966	0.897	10.73	-152.2	-4.966	-0.897	-9.464
 16:33:35.637	COM10_9600_00	-9.451	-4.966	0.923	10.72	-152.3	-4.966	-0.923	-9.451
 16:33:35.790	COM10_9600_00	-9.386	-4.94	0.923	10.65	-152.4	-4.94	-0.923	-9.386
 16:33:35.942	COM10_9600_00	-9.386	-4.927	0.858	10.64	-152.3	-4.927	-0.858	-9.386
 16:33:36.095	COM10_9600_00	-9.438	-4.953	0.91	10.7	-152.1	-4.953	-0.91	-9.438
 16:33:36.247	COM10_9600_00	-9.451	-4.927	0.923	10.7	-152.4	-4.927	-0.923	-9.451
 16:33:36.400	COM10_9600_00	-9.451	-4.927	0.884	10.69	-152.4	-4.927	-0.884	-9.451
 16:33:36.551	COM10_9600_00	-9.464	-4.979	0.871	10.73	-152.2	-4.979	-0.871	-9.464
 16:33:36.704	COM10_9600_00	-9.425	-4.94	0.858	10.68	-152.4	-4.94	-0.858	-9.425
 16:33:36.856	COM10_9600_00	-9.451	-4.94	0.858	10.7	-152.3	-4.94	-0.858	-9.451
 16:33:37.008	COM10_9600_00	-9.412	-4.927	0.91	10.66	-152.4	-4.927	-0.91	-9.412
 16:33:37.160	COM10_9600_00	-9.438	-4.94	0.871	10.69	-152.3	-4.94	-0.871	-9.438
 16:33:37.312	COM10_9600_00	-9.49	-4.94	0.884	10.74	-152.3	-4.94	-0.884	-9.49
 16:33:37.466	COM10_9600_00	-9.425	-4.979	0.897	10.7	-152.3	-4.979	-0.897	-9.425
 16:33:37.619	COM10_9600_00	-9.464	-4.953	0.884	10.72	-152.2	-4.953	-0.884	-9.464
 16:33:37.771	COM10_9600_00	-9.412	-4.966	0.884	10.68	-152.3	-4.966	-0.884	-9.412
 16:33:37.922	COM10_9600_00	-9.425	-4.901	0.923	10.66	-152.4	-4.901	-0.923	-9.425
 16:33:38.074	COM10_9600_00	-9.425	-4.953	0.871	10.68	-152.2	-4.953	-0.871	-9.425
 16:33:38.227	COM10_9600_00	-9.451	-4.927	0.923	10.7	-152.4	-4.927	-0.923	-9.451
 16:33:38.380	COM10_9600_00	-9.425	-4.966	0.936	10.69	-152.2	-4.966	-0.936	-9.425
 16:33:38.532	COM10_9600_00	-9.464	-4.992	0.897	10.74	-152	-4.992	-0.897	-9.464
 16:33:38.683	COM10_9600_00	-9.386	-4.953	0.936	10.65	-152.3	-4.953	-0.936	-9.386
 16:33:38.836	COM10_9600_00	-9.464	-4.914	0.871	10.7	-152.3	-4.914	-0.871	-9.464
 16:33:38.987	COM10_9600_00	-9.373	-4.966	0.91	10.65	-152.3	-4.966	-0.91	-9.373
 16:33:39.140	COM10_9600_00	-9.412	-4.615	0.923	10.52	-153.7	-4.615	-0.923	-9.412
 16:33:39.291	COM10_9600_00	-9.412	-4.407	0.923	10.43	-154.9	-4.407	-0.923	-9.412
 16:33:39.443	COM10_9600_00	-9.347	-4.069	0.923	10.24	-156.6	-4.069	-0.923	-9.347
 16:33:39.595	COM10_9600_00	-9.269	-3.718	0.975	10.03	-158.3	-3.718	-0.975	-9.269
 16:33:39.747	COM10_9600_00	-9.113	-3.458	0.949	9.79	-159.5	-3.458	-0.949	-9.113
 16:33:39.899	COM10_9600_00	-9.165	-3.12	0.923	9.73	-161.1	-3.12	-0.923	-9.165
 16:33:40.052	COM10_9600_00	-9.087	-2.873	1.027	9.59	-162.5	-2.873	-1.027	-9.087
 16:33:40.205	COM10_9600_00	-9.009	-2.535	0.975	9.41	-164.4	-2.535	-0.975	-9.009
 16:33:40.356	COM10_9600_00	-9.048	-2.262	1.04	9.38	-165.9	-2.262	-1.04	-9.048
 16:33:40.508	COM10_9600_00	-9.009	-1.976	1.04	9.28	-167.6	-1.976	-1.04	-9.009
 16:33:40.660	COM10_9600_00	-8.892	-1.638	1.118	9.11	-169.6	-1.638	-1.118	-8.892
 16:33:40.813	COM10_9600_00	-8.775	-1.43	1.092	8.96	-170.8	-1.43	-1.092	-8.775
 16:33:40.965	COM10_9600_00	-8.697	-1.105	1.131	8.84	-172.8	-1.105	-1.131	-8.697
 16:33:41.118	COM10_9600_00	-8.697	-0.832	1.209	8.82	-174.5	-0.832	-1.209	-8.697
 16:33:41.270	COM10_9600_00	-8.554	-0.611	1.248	8.67	-175.9	-0.611	-1.248	-8.554
 16:33:41.422	COM10_9600_00	-8.502	-0.364	1.274	8.6	-177.5	-0.364	-1.274	-8.502
 16:33:41.574	COM10_9600_00	-8.437	-0.039	1.287	8.53	-179.7	-0.039	-1.287	-8.437
 16:33:41.725	COM10_9600_00	-8.359	0.208	1.365	8.47	178.5	0.208	-1.365	-8.359
 16:33:41.876	COM10_9600_00	-8.307	0.494	1.404	8.44	176.6	0.494	-1.404	-8.307
 16:33:42.029	COM10_9600_00	-8.151	0.715	1.417	8.3	175	0.715	-1.417	-8.151
 16:33:42.180	COM10_9600_00	-8.086	0.962	1.469	8.27	173.2	0.962	-1.469	-8.086
 16:33:42.333	COM10_9600_00	-7.969	1.157	1.547	8.2	171.8	1.157	-1.547	-7.969
 16:33:42.484	COM10_9600_00	-7.839	1.456	1.586	8.13	169.6	1.456	-1.586	-7.839
 16:33:42.636	COM10_9600_00	-7.774	1.638	1.638	8.11	168.1	1.638	-1.638	-7.774
 16:33:42.788	COM10_9600_00	-7.696	1.82	1.703	8.09	166.8	1.82	-1.703	-7.696
 16:33:42.939	COM10_9600_00	-7.54	2.041	1.716	8	165.1	2.041	-1.716	-7.54
 16:33:43.090	COM10_9600_00	-7.527	2.249	1.768	8.05	163.3	2.249	-1.768	-7.527
 16:33:43.242	COM10_9600_00	-7.423	2.483	1.82	8.04	161.7	2.483	-1.82	-7.423
 16:33:43.394	COM10_9600_00	-7.28	2.691	1.859	7.98	160	2.691	-1.859	-7.28
 16:33:43.547	COM10_9600_00	-7.111	2.821	1.924	7.89	158.8	2.821	-1.924	-7.111
 16:33:43.700	COM10_9600_00	-7.085	3.042	2.002	7.97	156.8	3.042	-2.002	-7.085
 16:33:43.851	COM10_9600_00	-7.085	3.211	2.054	8.05	155.6	3.211	-2.054	-7.085
 16:33:44.004	COM10_9600_00	-7.072	3.25	2.067	8.05	155.3	3.25	-2.067	-7.072
 16:33:44.155	COM10_9600_00	-7.072	3.198	2.028	8.02	155.6	3.198	-2.028	-7.072
 16:33:44.308	COM10_9600_00	-7.137	3.224	2.041	8.09	155.4	3.224	-2.041	-7.137
 16:33:44.462	COM10_9600_00	-7.124	3.198	2.041	8.07	155.8	3.198	-2.041	-7.124
 16:33:44.615	COM10_9600_00	-7.124	3.159	2.015	8.05	156	3.159	-2.015	-7.124
 16:33:44.767	COM10_9600_00	-7.072	3.198	2.041	8.03	155.8	3.198	-2.041	-7.072
 16:33:44.919	COM10_9600_00	-7.111	3.133	2.054	8.04	156.1	3.133	-2.054	-7.111
 16:33:45.072	COM10_9600_00	-7.189	3.172	2.054	8.12	155.9	3.172	-2.054	-7.189
 16:33:45.225	COM10_9600_00	-7.046	3.159	2.067	7.99	156.2	3.159	-2.067	-7.046
 16:33:45.378	COM10_9600_00	-7.137	3.211	2.054	8.09	155.5	3.211	-2.054	-7.137
 16:33:45.530	COM10_9600_00	-7.15	3.159	2.041	8.08	156.1	3.159	-2.041	-7.15
 16:33:45.683	COM10_9600_00	-7.098	3.159	2.08	8.04	156.1	3.159	-2.08	-7.098
 16:33:45.835	COM10_9600_00	-7.098	3.146	2.015	8.02	156	3.146	-2.015	-7.098
 16:33:45.988	COM10_9600_00	-7.085	3.185	2.054	8.03	155.8	3.185	-2.054	-7.085
 16:33:46.140	COM10_9600_00	-7.059	3.198	2.041	8.01	155.7	3.198	-2.041	-7.059
 16:33:46.293	COM10_9600_00	-7.137	3.237	2.015	8.09	155.3	3.237	-2.015	-7.137
 16:33:46.445	COM10_9600_00	-7.111	3.185	2.067	8.06	155.9	3.185	-2.067	-7.111
 16:33:46.597	COM10_9600_00	-7.15	3.159	2.08	8.09	156	3.159	-2.08	-7.15
 16:33:46.750	COM10_9600_00	-7.111	3.172	1.976	8.03	156	3.172	-1.976	-7.111
 16:33:46.904	COM10_9600_00	-7.085	3.172	2.041	8.03	155.9	3.172	-2.041	-7.085
 16:33:47.057	COM10_9600_00	-7.098	3.172	2.067	8.04	155.8	3.172	-2.067	-7.098
 16:33:47.209	COM10_9600_00	-7.137	3.146	2.015	8.06	156	3.146	-2.015	-7.137
 16:33:47.361	COM10_9600_00	-7.085	3.198	2.093	8.05	155.8	3.198	-2.093	-7.085
 16:33:47.514	COM10_9600_00	-7.124	3.198	1.976	8.06	155.7	3.198	-1.976	-7.124
 16:33:47.665	COM10_9600_00	-7.124	3.172	2.054	8.06	155.9	3.172	-2.054	-7.124
 16:33:47.817	COM10_9600_00	-7.046	3.211	2.041	8.01	155.7	3.211	-2.041	-7.046
 16:33:47.969	COM10_9600_00	-7.111	3.159	2.028	8.04	155.8	3.159	-2.028	-7.111
 16:33:48.121	COM10_9600_00	-7.072	3.211	2.028	8.03	155.6	3.211	-2.028	-7.072
 16:33:48.274	COM10_9600_00	-7.124	3.172	2.067	8.07	155.8	3.172	-2.067	-7.124
 16:33:48.426	COM10_9600_00	-7.059	3.237	2.028	8.03	155.5	3.237	-2.028	-7.059
 16:33:48.578	COM10_9600_00	-7.137	3.198	2.054	8.09	155.6	3.198	-2.054	-7.137
 16:33:48.731	COM10_9600_00	-7.098	3.172	2.067	8.04	156	3.172	-2.067	-7.098
 16:33:48.883	COM10_9600_00	-6.955	3.263	2.067	7.96	155.3	3.263	-2.067	-6.955
 16:33:49.035	COM10_9600_00	-6.864	3.393	2.119	7.94	153.9	3.393	-2.119	-6.864
 16:33:49.187	COM10_9600_00	-6.773	3.627	2.158	7.98	152.1	3.627	-2.158	-6.773
 16:33:49.340	COM10_9600_00	-6.604	3.809	2.223	7.94	150.6	3.809	-2.223	-6.604
 16:33:49.493	COM10_9600_00	-6.487	3.965	2.223	7.92	149	3.965	-2.223	-6.487
 16:33:49.644	COM10_9600_00	-6.409	4.121	2.327	7.97	147.5	4.121	-2.327	-6.409
 16:33:49.796	COM10_9600_00	-6.279	4.264	2.405	7.96	146.3	4.264	-2.405	-6.279
 16:33:49.948	COM10_9600_00	-6.11	4.485	2.457	7.97	144.4	4.485	-2.457	-6.11
 16:33:50.100	COM10_9600_00	-6.032	4.576	2.522	7.98	143.1	4.576	-2.522	-6.032
 16:33:50.253	COM10_9600_00	-5.928	4.693	2.587	7.99	142.1	4.693	-2.587	-5.928
 16:33:50.406	COM10_9600_00	-5.824	4.875	2.691	8.06	140.5	4.875	-2.691	-5.824
 16:33:50.557	COM10_9600_00	-5.681	5.044	2.756	8.08	139.1	5.044	-2.756	-5.681
 16:33:50.709	COM10_9600_00	-5.499	5.148	2.808	8.04	137.8	5.148	-2.808	-5.499
 16:33:50.862	COM10_9600_00	-5.408	5.265	2.834	8.06	136.2	5.265	-2.834	-5.408
 16:33:51.014	COM10_9600_00	-5.187	5.408	2.912	8.04	135	5.408	-2.912	-5.187
 16:33:51.167	COM10_9600_00	-5.135	5.499	2.977	8.09	133.3	5.499	-2.977	-5.135
 16:33:51.319	COM10_9600_00	-5.031	5.642	3.12	8.18	132.3	5.642	-3.12	-5.031
 16:33:51.472	COM10_9600_00	-4.927	5.759	3.081	8.18	131.1	5.759	-3.081	-4.927
 16:33:51.624	COM10_9600_00	-4.719	5.837	3.198	8.16	130.1	5.837	-3.198	-4.719
 16:33:51.777	COM10_9600_00	-4.628	5.954	3.302	8.23	128.3	5.954	-3.302	-4.628
 16:33:51.930	COM10_9600_00	-4.485	6.058	3.302	8.23	127.3	6.058	-3.302	-4.485
 16:33:52.082	COM10_9600_00	-4.329	6.136	3.406	8.25	126.1	6.136	-3.406	-4.329
 16:33:52.238	COM10_9600_00	-4.212	6.24	3.536	8.32	124.7	6.24	-3.536	-4.212
 16:33:52.389	COM10_9600_00	-4.017	6.331	3.562	8.3	123.6	6.331	-3.562	-4.017
 16:33:52.542	COM10_9600_00	-3.913	6.409	3.653	8.35	122	6.409	-3.653	-3.913
 16:33:52.693	COM10_9600_00	-3.796	6.448	3.731	8.36	121.2	6.448	-3.731	-3.796
 16:33:52.846	COM10_9600_00	-3.627	6.591	3.783	8.42	119.9	6.591	-3.783	-3.627
 16:33:52.997	COM10_9600_00	-3.497	6.617	3.887	8.43	118.7	6.617	-3.887	-3.497
 16:33:53.149	COM10_9600_00	-3.367	6.708	3.939	8.48	117.5	6.708	-3.939	-3.367
 16:33:53.301	COM10_9600_00	-3.107	6.721	4.004	8.42	116.6	6.721	-4.004	-3.107
 16:33:53.453	COM10_9600_00	-3.042	6.786	4.03	8.46	114.6	6.786	-4.03	-3.042
 16:33:53.605	COM10_9600_00	-2.964	6.825	4.173	8.53	114	6.825	-4.173	-2.964
 16:33:53.756	COM10_9600_00	-2.99	6.877	4.147	8.57	113.3	6.877	-4.147	-2.99
 16:33:53.908	COM10_9600_00	-3.016	6.864	4.186	8.59	113.5	6.864	-4.186	-3.016
 16:33:54.060	COM10_9600_00	-3.016	6.812	4.173	8.54	113.8	6.812	-4.173	-3.016
 16:33:54.213	COM10_9600_00	-3.016	6.877	4.199	8.6	113.6	6.877	-4.199	-3.016
 16:33:54.365	COM10_9600_00	-3.042	6.812	4.212	8.57	113.8	6.812	-4.212	-3.042
 16:33:54.516	COM10_9600_00	-3.068	6.864	4.212	8.62	113.9	6.864	-4.212	-3.068
 16:33:54.670	COM10_9600_00	-3.003	6.838	4.199	8.57	114.1	6.838	-4.199	-3.003
 16:33:54.823	COM10_9600_00	-3.068	6.851	4.225	8.61	113.6	6.851	-4.225	-3.068
 16:33:54.975	COM10_9600_00	-3.029	6.877	4.212	8.61	114	6.877	-4.212	-3.029
 16:33:55.127	COM10_9600_00	-3.055	6.903	4.199	8.64	113.6	6.903	-4.199	-3.055
 16:33:55.278	COM10_9600_00	-3.016	6.825	4.186	8.56	114.1	6.825	-4.186	-3.016
 16:33:55.429	COM10_9600_00	-3.042	6.916	4.238	8.66	113.5	6.916	-4.238	-3.042
 16:33:55.582	COM10_9600_00	-2.951	6.89	4.199	8.59	113.8	6.89	-4.199	-2.951
 16:33:55.735	COM10_9600_00	-3.003	6.877	4.16	8.58	113.2	6.877	-4.16	-3.003
 16:33:55.886	COM10_9600_00	-3.016	6.838	4.199	8.57	113.7	6.838	-4.199	-3.016
 16:33:56.038	COM10_9600_00	-3.016	6.851	4.186	8.58	113.7	6.851	-4.186	-3.016
 16:33:56.192	COM10_9600_00	-3.029	6.89	4.212	8.62	113.6	6.89	-4.212	-3.029
 16:33:56.344	COM10_9600_00	-3.003	6.825	4.199	8.56	113.9	6.825	-4.199	-3.003
 16:33:56.495	COM10_9600_00	-3.016	6.838	4.251	8.6	113.7	6.838	-4.251	-3.016
 16:33:56.646	COM10_9600_00	-3.055	6.838	4.199	8.59	113.8	6.838	-4.199	-3.055
 16:33:56.798	COM10_9600_00	-3.042	6.864	4.186	8.6	113.9	6.864	-4.186	-3.042
 16:33:56.951	COM10_9600_00	-3.016	6.838	4.212	8.58	113.9	6.838	-4.212	-3.016
 16:33:57.103	COM10_9600_00	-3.068	6.864	4.199	8.61	113.7	6.864	-4.199	-3.068
 16:33:57.254	COM10_9600_00	-3.003	6.851	4.199	8.58	114.1	6.851	-4.199	-3.003
 16:33:57.407	COM10_9600_00	-2.99	6.864	4.199	8.58	113.6	6.864	-4.199	-2.99
 16:33:57.560	COM10_9600_00	-3.029	6.877	4.212	8.61	113.4	6.877	-4.212	-3.029
 16:33:57.712	COM10_9600_00	-3.029	6.877	4.199	8.61	113.7	6.877	-4.199	-3.029
 16:33:57.865	COM10_9600_00	-3.016	6.89	4.212	8.62	113.7	6.89	-4.212	-3.016
 16:33:58.016	COM10_9600_00	-2.99	6.825	4.225	8.57	113.8	6.825	-4.225	-2.99
 16:33:58.168	COM10_9600_00	-3.042	6.825	4.212	8.58	113.6	6.825	-4.212	-3.042
 16:33:58.319	COM10_9600_00	-3.055	6.812	4.186	8.56	114	6.812	-4.186	-3.055
 16:33:58.472	COM10_9600_00	-3.016	6.877	4.199	8.6	113.9	6.877	-4.199	-3.016
 16:33:58.624	COM10_9600_00	-2.925	6.864	4.186	8.56	113.7	6.864	-4.186	-2.925
 16:33:58.776	COM10_9600_00	-2.782	6.89	4.264	8.57	113	6.89	-4.264	-2.782
 16:33:58.929	COM10_9600_00	-2.6	6.994	4.329	8.63	111.6	6.994	-4.329	-2.6
 16:33:59.081	COM10_9600_00	-2.444	7.046	4.381	8.65	110.2	7.046	-4.381	-2.444
 16:33:59.233	COM10_9600_00	-2.301	7.059	4.485	8.67	109	7.059	-4.485	-2.301
 16:33:59.385	COM10_9600_00	-2.158	7.085	4.563	8.7	107.9	7.085	-4.563	-2.158
 16:33:59.537	COM10_9600_00	-1.976	7.111	4.628	8.71	106.8	7.111	-4.628	-1.976
 16:33:59.690	COM10_9600_00	-1.846	7.124	4.719	8.74	105.5	7.124	-4.719	-1.846
 16:33:59.842	COM10_9600_00	-1.716	7.098	4.784	8.73	104.5	7.098	-4.784	-1.716
 16:33:59.994	COM10_9600_00	-1.482	7.163	4.875	8.79	103.4	7.163	-4.875	-1.482
 16:34:00.145	COM10_9600_00	-1.404	7.189	4.914	8.82	101.6	7.189	-4.914	-1.404
 16:34:00.297	COM10_9600_00	-1.222	7.202	5.057	8.88	101	7.202	-5.057	-1.222
 16:34:00.449	COM10_9600_00	-1.066	7.202	4.992	8.83	99.6	7.202	-4.992	-1.066
 16:34:00.600	COM10_9600_00	-0.923	7.228	5.148	8.92	98.3	7.228	-5.148	-0.923
 16:34:00.752	COM10_9600_00	-0.741	7.189	5.239	8.93	97.3	7.189	-5.239	-0.741
 16:34:00.905	COM10_9600_00	-0.598	7.202	5.317	8.97	95.8	7.202	-5.317	-0.598
 16:34:01.058	COM10_9600_00	-0.429	7.202	5.421	9.02	94.7	7.202	-5.421	-0.429
 16:34:01.211	COM10_9600_00	-0.286	7.163	5.538	9.06	93.4	7.163	-5.538	-0.286
 16:34:01.363	COM10_9600_00	-0.104	7.189	5.564	9.09	92.2	7.189	-5.564	-0.104
 16:34:01.514	COM10_9600_00	0.026	7.15	5.668	9.12	90.8	7.15	-5.668	0.026
 16:34:01.666	COM10_9600_00	0.182	7.098	5.72	9.12	89.7	7.098	-5.72	0.182
 16:34:01.818	COM10_9600_00	0.325	7.046	5.759	9.11	88.5	7.046	-5.759	0.325
 16:34:01.970	COM10_9600_00	0.572	6.994	5.876	9.15	87.3	6.994	-5.876	0.572
 16:34:02.122	COM10_9600_00	0.728	7.007	5.954	9.22	85.3	7.007	-5.954	0.728
 16:34:02.274	COM10_9600_00	0.858	6.981	6.019	9.26	84	6.981	-6.019	0.858
 16:34:02.426	COM10_9600_00	0.962	6.929	6.175	9.33	82.9	6.929	-6.175	0.962
 16:34:02.576	COM10_9600_00	1.222	6.812	6.227	9.31	81.9	6.812	-6.227	1.222
 16:34:02.729	COM10_9600_00	1.391	6.799	6.266	9.35	79.8	6.799	-6.266	1.391
 16:34:02.881	COM10_9600_00	1.547	6.76	6.292	9.36	78.3	6.76	-6.292	1.547
 16:34:03.033	COM10_9600_00	1.664	6.695	6.396	9.41	76.9	6.695	-6.396	1.664
 16:34:03.184	COM10_9600_00	1.859	6.604	6.5	9.45	75.8	6.604	-6.5	1.859
 16:34:03.337	COM10_9600_00	2.002	6.539	6.604	9.51	74.1	6.539	-6.604	2.002
 16:34:03.489	COM10_9600_00	2.002	6.5	6.617	9.49	72.8	6.5	-6.617	2.002
 16:34:03.643	COM10_9600_00	1.937	6.487	6.682	9.51	72.8	6.487	-6.682	1.937
 16:34:03.795	COM10_9600_00	1.963	6.5	6.669	9.52	73.4	6.5	-6.669	1.963
 16:34:03.949	COM10_9600_00	1.963	6.474	6.656	9.49	73.1	6.474	-6.656	1.963
 16:34:04.099	COM10_9600_00	1.963	6.435	6.669	9.47	73	6.435	-6.669	1.963
