时间	设备名称	Bx*	By*	Bz*	B	角度	Bx	By	Bz
 15:51:17.141	COM10_9600_00	-0.039	-0.013	-0.078	0.09	-153.4	-0.013	0.078	-0.039
 15:51:17.294	COM10_9600_00	-0.026	-0.026	-0.104	0.11	-146.3	-0.026	0.104	-0.026
 15:51:17.445	COM10_9600_00	0.052	0.026	-0.091	0.11	135	0.026	0.091	0.052
 15:51:17.596	COM10_9600_00	0	0.065	-0.091	0.11	51.3	0.065	0.091	0
 15:51:17.749	COM10_9600_00	0.026	0.026	-0.091	0.1	90	0.026	0.091	0.026
 15:51:17.902	COM10_9600_00	0	0.039	-0.078	0.09	56.3	0.039	0.078	0
 15:51:18.054	COM10_9600_00	-0.039	0.013	-0.091	0.1	90	0.013	0.091	-0.039
 15:51:18.206	COM10_9600_00	0.065	0	-0.117	0.13	180	0	0.117	0.065
 15:51:18.358	COM10_9600_00	-0.026	0.078	-0.091	0.12	50.1	0.078	0.091	-0.026
 15:51:18.510	COM10_9600_00	0.065	0.026	-0.117	0.14	135	0.026	0.117	0.065
 15:51:18.662	COM10_9600_00	-0.026	0.078	-0.104	0.13	50.1	0.078	0.104	-0.026
 15:51:18.814	COM10_9600_00	0.013	0.026	-0.091	0.1	135	0.026	0.091	0.013
 15:51:18.965	COM10_9600_00	0	0.065	-0.104	0.12	78.6	0.065	0.104	0
 15:51:19.118	COM10_9600_00	0	0	-0.065	0.06	0	0	0.065	0
 15:51:19.270	COM10_9600_00	0.039	0.052	-0.078	0.1	90	0.052	0.078	0.039
 15:51:19.421	COM10_9600_00	-0.013	0.039	-0.117	0.12	45	0.039	0.117	-0.013
 15:51:19.573	COM10_9600_00	0	-0.013	-0.091	0.09	-135	-0.013	0.091	0
 15:51:19.725	COM10_9600_00	0.026	-0.026	-0.065	0.07	-90	-0.026	0.065	0.026
 15:51:19.878	COM10_9600_00	-0.013	0	-0.091	0.09	0	0	0.091	-0.013
 15:51:20.030	COM10_9600_00	0.039	0	-0.091	0.1	180	0	0.091	0.039
 15:51:20.181	COM10_9600_00	-0.026	0.026	-0.117	0.12	33.6	0.026	0.117	-0.026
 15:51:20.332	COM10_9600_00	-0.039	0.013	-0.078	0.09	153.4	0.013	0.078	-0.039
 15:51:20.484	COM10_9600_00	-0.013	0.026	-0.078	0.08	146.3	0.026	0.078	-0.013
 15:51:20.637	COM10_9600_00	0.026	0.039	-0.143	0.15	108.4	0.039	0.143	0.026
 15:51:20.788	COM10_9600_00	-0.013	0	-0.078	0.08	0	0	0.078	-0.013
 15:51:20.940	COM10_9600_00	-0.013	0.078	-0.091	0.12	99.4	0.078	0.091	-0.013
 15:51:21.093	COM10_9600_00	0.013	0.039	-0.091	0.1	108.4	0.039	0.091	0.013
 15:51:21.244	COM10_9600_00	-0.039	0.013	-0.117	0.12	45	0.013	0.117	-0.039
 15:51:21.396	COM10_9600_00	-0.039	0.026	-0.091	0.1	146.3	0.026	0.091	-0.039
 15:51:21.547	COM10_9600_00	0.013	0	-0.091	0.09	180	0	0.091	0.013
 15:51:21.699	COM10_9600_00	-0.013	0.013	-0.104	0.11	45	0.013	0.104	-0.013
 15:51:21.851	COM10_9600_00	0	0.039	-0.13	0.14	108.4	0.039	0.13	0
 15:51:22.003	COM10_9600_00	0.013	-0.013	-0.091	0.09	-90	-0.013	0.091	0.013
 15:51:22.155	COM10_9600_00	0	0.052	-0.078	0.09	75.9	0.052	0.078	0
 15:51:22.307	COM10_9600_00	-0.026	-0.026	-0.078	0.09	-90	-0.026	0.078	-0.026
 15:51:22.459	COM10_9600_00	0	0	-0.091	0.09	180	0	0.091	0
 15:51:22.611	COM10_9600_00	0.013	0.013	-0.091	0.09	90	0.013	0.091	0.013
 15:51:22.763	COM10_9600_00	0	0	-0.13	0.13	0	0	0.13	0
 15:51:22.915	COM10_9600_00	0.026	0.013	-0.13	0.13	90	0.013	0.13	0.026
 15:51:23.067	COM10_9600_00	-0.013	0.026	-0.13	0.13	45	0.026	0.13	-0.013
 15:51:23.219	COM10_9600_00	0.026	0.013	-0.091	0.1	135	0.013	0.091	0.026
 15:51:23.371	COM10_9600_00	-0.026	0.026	-0.078	0.09	45	0.026	0.078	-0.026
 15:51:23.523	COM10_9600_00	-0.065	0.039	-0.104	0.13	123.6	0.039	0.104	-0.065
 15:51:23.675	COM10_9600_00	-0.026	0	-0.052	0.06	180	0	0.052	-0.026
 15:51:23.827	COM10_9600_00	-0.013	0.039	-0.143	0.15	123.6	0.039	0.143	-0.013
 15:51:23.979	COM10_9600_00	-0.013	0	-0.091	0.09	180	0	0.091	-0.013
 15:51:24.131	COM10_9600_00	0.013	0.013	-0.13	0.13	135	0.013	0.13	0.013
 15:51:24.283	COM10_9600_00	-0.013	0.091	-0.065	0.11	81.8	0.091	0.065	-0.013
 15:51:24.434	COM10_9600_00	-0.065	0	-0.104	0.12	180	0	0.104	-0.065
 15:51:24.586	COM10_9600_00	-0.039	0.039	-0.104	0.12	149	0.039	0.104	-0.039
 15:51:24.738	COM10_9600_00	0	0.052	-0.104	0.12	126.8	0.052	0.104	0
 15:51:24.890	COM10_9600_00	0.026	0.065	-0.091	0.11	90	0.065	0.091	0.026
 15:51:25.042	COM10_9600_00	0.065	0.026	-0.117	0.14	45	0.026	0.117	0.065
 15:51:25.194	COM10_9600_00	-0.039	0.039	-0.13	0.14	30.9	0.039	0.13	-0.039
 15:51:25.346	COM10_9600_00	-0.013	0.039	-0.078	0.09	135	0.039	0.078	-0.013
 15:51:25.497	COM10_9600_00	-0.052	0.052	-0.104	0.13	104	0.052	0.104	-0.052
 15:51:25.650	COM10_9600_00	-0.039	0.052	-0.065	0.09	135	0.052	0.065	-0.039
 15:51:25.801	COM10_9600_00	0.013	0.026	-0.052	0.06	146.3	0.026	0.052	0.013
 15:51:25.953	COM10_9600_00	-0.078	0.065	-0.039	0.11	78.6	0.065	0.039	-0.078
 15:51:26.105	COM10_9600_00	-0.052	0.026	-0.039	0.07	161.5	0.026	0.039	-0.052
 15:51:26.257	COM10_9600_00	-0.065	0.052	-0.026	0.09	135	0.052	0.026	-0.065
 15:51:26.409	COM10_9600_00	0	-0.039	-0.052	0.06	-149	-0.039	0.052	0
 15:51:26.562	COM10_9600_00	-0.078	0.013	-0.013	0.08	90	0.013	0.013	-0.078
 15:51:26.714	COM10_9600_00	-0.143	-0.013	0	0.14	-170.5	-0.013	0	-0.143
 15:51:26.866	COM10_9600_00	-0.052	-0.052	0	0.07	-160	-0.052	0	-0.052
 15:51:27.018	COM10_9600_00	-0.104	-0.013	0.013	0.11	-165.9	-0.013	-0.013	-0.104
 15:51:27.170	COM10_9600_00	-0.065	-0.091	0.026	0.11	-138.8	-0.091	-0.026	-0.065
 15:51:27.322	COM10_9600_00	-0.052	-0.143	-0.013	0.15	-114.4	-0.143	0.013	-0.052
 15:51:27.474	COM10_9600_00	-0.091	-0.169	0.013	0.19	-107.1	-0.169	-0.013	-0.091
 15:51:27.626	COM10_9600_00	-0.078	-0.182	0	0.2	-116.5	-0.182	0	-0.078
 15:51:27.778	COM10_9600_00	-0.065	-0.221	0.078	0.24	-109.4	-0.221	-0.078	-0.065
 15:51:27.930	COM10_9600_00	-0.078	-0.221	0.013	0.23	-106.3	-0.221	-0.013	-0.078
 15:51:28.082	COM10_9600_00	-0.052	-0.325	0.026	0.33	-103.4	-0.325	-0.026	-0.052
 15:51:28.233	COM10_9600_00	-0.052	-0.364	0.052	0.37	-98.1	-0.364	-0.052	-0.052
 15:51:28.385	COM10_9600_00	-0.026	-0.442	0.065	0.45	-96.7	-0.442	-0.065	-0.026
 15:51:28.537	COM10_9600_00	-0.065	-0.481	0.091	0.49	-93	-0.481	-0.091	-0.065
 15:51:28.689	COM10_9600_00	0.026	-0.481	-0.013	0.48	-97.6	-0.481	0.013	0.026
 15:51:28.840	COM10_9600_00	-0.026	-0.585	0.039	0.59	-87.4	-0.585	-0.039	-0.026
 15:51:28.991	COM10_9600_00	0	-0.637	0.052	0.64	-92.3	-0.637	-0.052	0
 15:51:29.143	COM10_9600_00	-0.026	-0.663	0.013	0.66	-90	-0.663	-0.013	-0.026
 15:51:29.295	COM10_9600_00	0	-0.754	0.156	0.77	-91.9	-0.754	-0.156	0
 15:51:29.447	COM10_9600_00	0.052	-0.806	0.104	0.81	-90	-0.806	-0.104	0.052
 15:51:29.599	COM10_9600_00	0	-0.832	0.065	0.83	-86.4	-0.832	-0.065	0
 15:51:29.751	COM10_9600_00	0.052	-0.897	0.104	0.9	-90	-0.897	-0.104	0.052
 15:51:29.903	COM10_9600_00	0.039	-0.884	0.104	0.89	-86.6	-0.884	-0.104	0.039
 15:51:30.055	COM10_9600_00	-0.052	-0.949	0.117	0.96	-87.6	-0.949	-0.117	-0.052
 15:51:30.207	COM10_9600_00	0.013	-0.897	0.117	0.9	-93.3	-0.897	-0.117	0.013
 15:51:30.359	COM10_9600_00	0.013	-0.975	0.078	0.98	-89.2	-0.975	-0.078	0.013
 15:51:30.511	COM10_9600_00	0.039	-0.975	0.104	0.98	-89.2	-0.975	-0.104	0.039
 15:51:30.663	COM10_9600_00	0.026	-0.975	0.143	0.99	-87.7	-0.975	-0.143	0.026
 15:51:30.815	COM10_9600_00	-0.026	-0.884	0.117	0.89	-88.3	-0.884	-0.117	-0.026
 15:51:30.967	COM10_9600_00	0.065	-0.936	0.104	0.94	-91.5	-0.936	-0.104	0.065
 15:51:31.119	COM10_9600_00	0	-0.949	0.104	0.95	-86	-0.949	-0.104	0
 15:51:31.270	COM10_9600_00	-0.013	-0.936	0.104	0.94	-90	-0.936	-0.104	-0.013
 15:51:31.422	COM10_9600_00	0	-0.923	0.117	0.93	-90.8	-0.923	-0.117	0
 15:51:31.574	COM10_9600_00	0.091	-0.923	0.104	0.93	-90	-0.923	-0.104	0.091
 15:51:31.726	COM10_9600_00	0.013	-0.923	0.078	0.93	-84.3	-0.923	-0.078	0.013
 15:51:31.878	COM10_9600_00	0.013	-0.91	0.091	0.91	-89.1	-0.91	-0.091	0.013
 15:51:32.030	COM10_9600_00	0.039	-0.897	0.104	0.9	-89.1	-0.897	-0.104	0.039
 15:51:32.181	COM10_9600_00	-0.026	-0.949	0.065	0.95	-87.6	-0.949	-0.065	-0.026
 15:51:32.333	COM10_9600_00	0	-0.91	0.104	0.92	-91.6	-0.91	-0.104	0
 15:51:32.485	COM10_9600_00	0.052	-0.936	0.104	0.94	-90	-0.936	-0.104	0.052
 15:51:32.637	COM10_9600_00	0	-0.91	0.026	0.91	-86.7	-0.91	-0.026	0
 15:51:32.789	COM10_9600_00	0	-0.923	0.078	0.93	-90	-0.923	-0.078	0
 15:51:32.941	COM10_9600_00	0.039	-0.923	0.091	0.93	-90	-0.923	-0.091	0.039
 15:51:33.093	COM10_9600_00	-0.026	-0.91	0.104	0.92	-87.5	-0.91	-0.104	-0.026
 15:51:33.245	COM10_9600_00	0.013	-0.936	0.065	0.94	-91.5	-0.936	-0.065	0.013
 15:51:33.397	COM10_9600_00	0	-0.897	0.091	0.9	-89.1	-0.897	-0.091	0
 15:51:33.548	COM10_9600_00	0.091	-0.936	0.078	0.94	-90	-0.936	-0.078	0.091
 15:51:33.699	COM10_9600_00	0.052	-0.91	0.078	0.91	-84.2	-0.91	-0.078	0.052
 15:51:33.851	COM10_9600_00	0.013	-0.936	0.052	0.94	-86.8	-0.936	-0.052	0.013
 15:51:34.003	COM10_9600_00	0.039	-0.949	0.078	0.95	-89.2	-0.949	-0.078	0.039
 15:51:34.155	COM10_9600_00	0.013	-0.923	0.039	0.92	-87.5	-0.923	-0.039	0.013
 15:51:34.307	COM10_9600_00	0.039	-0.923	0.104	0.93	-89.1	-0.923	-0.104	0.039
 15:51:34.459	COM10_9600_00	0.039	-0.923	0.091	0.93	-87.5	-0.923	-0.091	0.039
 15:51:34.611	COM10_9600_00	0	-0.923	0.117	0.93	-87.5	-0.923	-0.117	0
 15:51:34.763	COM10_9600_00	0.104	-0.91	0.039	0.92	-90	-0.91	-0.039	0.104
 15:51:34.915	COM10_9600_00	0.052	-0.923	0	0.92	-83.5	-0.923	0	0.052
 15:51:35.067	COM10_9600_00	0.143	-0.91	-0.091	0.93	-86.7	-0.91	0.091	0.143
 15:51:35.219	COM10_9600_00	0.091	-0.897	-0.156	0.92	-80.9	-0.897	0.156	0.091
 15:51:35.371	COM10_9600_00	0.104	-0.858	-0.169	0.88	-83.9	-0.858	0.169	0.104
 15:51:35.523	COM10_9600_00	0.078	-0.819	-0.221	0.85	-82.7	-0.819	0.221	0.078
 15:51:35.673	COM10_9600_00	0.143	-0.832	-0.286	0.89	-84.6	-0.832	0.286	0.143
 15:51:35.826	COM10_9600_00	0.195	-0.832	-0.351	0.92	-80.2	-0.832	0.351	0.195
 15:51:35.978	COM10_9600_00	0.156	-0.819	-0.377	0.92	-76.6	-0.819	0.377	0.156
 15:51:36.129	COM10_9600_00	0.208	-0.832	-0.481	0.98	-79.3	-0.832	0.481	0.208
 15:51:36.281	COM10_9600_00	0.208	-0.806	-0.52	0.98	-75.5	-0.806	0.52	0.208
 15:51:36.433	COM10_9600_00	0.195	-0.767	-0.598	0.99	-74.8	-0.767	0.598	0.195
 15:51:36.585	COM10_9600_00	0.26	-0.741	-0.611	0.99	-75.2	-0.741	0.611	0.26
 15:51:36.737	COM10_9600_00	0.221	-0.663	-0.676	0.97	-68.5	-0.663	0.676	0.221
 15:51:36.889	COM10_9600_00	0.325	-0.715	-0.715	1.06	-72.8	-0.715	0.715	0.325
 15:51:37.040	COM10_9600_00	0.286	-0.689	-0.78	1.08	-64.7	-0.689	0.78	0.286
 15:51:37.192	COM10_9600_00	0.286	-0.689	-0.858	1.14	-67.4	-0.689	0.858	0.286
 15:51:37.344	COM10_9600_00	0.377	-0.598	-0.923	1.16	-64.4	-0.598	0.923	0.377
 15:51:37.496	COM10_9600_00	0.338	-0.598	-0.923	1.15	-57.7	-0.598	0.923	0.338
 15:51:37.647	COM10_9600_00	0.429	-0.559	-1.001	1.22	-58.8	-0.559	1.001	0.429
 15:51:37.799	COM10_9600_00	0.507	-0.507	-1.092	1.31	-49.7	-0.507	1.092	0.507
 15:51:37.951	COM10_9600_00	0.481	-0.481	-1.144	1.33	-43.4	-0.481	1.144	0.481
 15:51:38.103	COM10_9600_00	0.52	-0.468	-1.157	1.35	-44.2	-0.468	1.157	0.52
 15:51:38.255	COM10_9600_00	0.559	-0.442	-1.209	1.4	-40.3	-0.442	1.209	0.559
 15:51:38.407	COM10_9600_00	0.598	-0.377	-1.287	1.47	-33.9	-0.377	1.287	0.598
 15:51:38.559	COM10_9600_00	0.611	-0.377	-1.326	1.51	-32.2	-0.377	1.326	0.611
 15:51:38.711	COM10_9600_00	0.598	-0.299	-1.365	1.52	-26	-0.299	1.365	0.598
 15:51:38.863	COM10_9600_00	0.702	-0.26	-1.443	1.63	-23.4	-0.26	1.443	0.702
 15:51:39.015	COM10_9600_00	0.754	-0.26	-1.482	1.68	-20.3	-0.26	1.482	0.754
 15:51:39.166	COM10_9600_00	0.819	-0.182	-1.586	1.79	-13.5	-0.182	1.586	0.819
 15:51:39.320	COM10_9600_00	0.845	-0.143	-1.586	1.8	-9.9	-0.143	1.586	0.845
 15:51:39.471	COM10_9600_00	0.871	-0.091	-1.703	1.91	-6.1	-0.091	1.703	0.871
 15:51:39.623	COM10_9600_00	0.858	-0.13	-1.677	1.89	-8.4	-0.13	1.677	0.858
 15:51:39.776	COM10_9600_00	0.793	-0.143	-1.677	1.86	-9.4	-0.143	1.677	0.793
 15:51:39.927	COM10_9600_00	0.832	-0.104	-1.651	1.85	-7.4	-0.104	1.651	0.832
 15:51:40.079	COM10_9600_00	0.819	-0.078	-1.651	1.84	-5.3	-0.078	1.651	0.819
 15:51:40.231	COM10_9600_00	0.858	-0.078	-1.664	1.87	-5.4	-0.078	1.664	0.858
 15:51:40.383	COM10_9600_00	0.806	-0.104	-1.69	1.88	-6.9	-0.104	1.69	0.806
 15:51:40.535	COM10_9600_00	0.806	-0.117	-1.69	1.88	-8.2	-0.117	1.69	0.806
 15:51:40.687	COM10_9600_00	0.884	-0.104	-1.664	1.89	-7.3	-0.104	1.664	0.884
 15:51:40.839	COM10_9600_00	0.806	-0.117	-1.716	1.9	-7.5	-0.117	1.716	0.806
 15:51:40.991	COM10_9600_00	0.819	-0.091	-1.677	1.87	-6.4	-0.091	1.677	0.819
 15:51:41.143	COM10_9600_00	0.793	-0.104	-1.651	1.83	-7.2	-0.104	1.651	0.793
 15:51:41.295	COM10_9600_00	0.767	-0.117	-1.677	1.85	-8.3	-0.117	1.677	0.767
 15:51:41.447	COM10_9600_00	0.858	-0.091	-1.677	1.89	-6.7	-0.091	1.677	0.858
 15:51:41.599	COM10_9600_00	0.845	-0.156	-1.69	1.9	-10.3	-0.156	1.69	0.845
 15:51:41.751	COM10_9600_00	0.845	-0.104	-1.703	1.9	-7	-0.104	1.703	0.845
 15:51:41.903	COM10_9600_00	0.819	-0.156	-1.625	1.83	-10.4	-0.156	1.625	0.819
 15:51:42.055	COM10_9600_00	0.845	-0.065	-1.703	1.9	-4.5	-0.065	1.703	0.845
 15:51:42.207	COM10_9600_00	0.832	-0.117	-1.677	1.88	-7.8	-0.117	1.677	0.832
 15:51:42.359	COM10_9600_00	0.845	-0.117	-1.716	1.92	-8	-0.117	1.716	0.845
 15:51:42.511	COM10_9600_00	0.845	-0.156	-1.651	1.86	-10.4	-0.156	1.651	0.845
 15:51:42.663	COM10_9600_00	0.884	-0.104	-1.664	1.89	-7	-0.104	1.664	0.884
 15:51:42.815	COM10_9600_00	0.806	-0.156	-1.677	1.87	-10	-0.156	1.677	0.806
 15:51:42.967	COM10_9600_00	0.832	-0.104	-1.703	1.9	-7.3	-0.104	1.703	0.832
 15:51:43.119	COM10_9600_00	0.858	-0.065	-1.703	1.91	-4.4	-0.065	1.703	0.858
 15:51:43.271	COM10_9600_00	0.832	-0.156	-1.664	1.87	-10.3	-0.156	1.664	0.832
 15:51:43.423	COM10_9600_00	0.832	-0.143	-1.677	1.88	-9.7	-0.143	1.677	0.832
 15:51:43.577	COM10_9600_00	0.78	-0.091	-1.729	1.9	-6.2	-0.091	1.729	0.78
 15:51:43.730	COM10_9600_00	0.845	-0.117	-1.69	1.89	-8.5	-0.117	1.69	0.845
 15:51:43.882	COM10_9600_00	0.806	-0.117	-1.664	1.85	-7.8	-0.117	1.664	0.806
 15:51:44.034	COM10_9600_00	0.871	-0.143	-1.638	1.86	-10	-0.143	1.638	0.871
 15:51:44.186	COM10_9600_00	0.845	-0.156	-1.677	1.88	-10.1	-0.156	1.677	0.845
 15:51:44.337	COM10_9600_00	0.832	-0.117	-1.69	1.89	-7.8	-0.117	1.69	0.832
 15:51:44.489	COM10_9600_00	0.819	-0.117	-1.625	1.82	-8	-0.117	1.625	0.819
 15:51:44.640	COM10_9600_00	0.793	-0.039	-1.664	1.84	-2.7	-0.039	1.664	0.793
 15:51:44.792	COM10_9600_00	0.819	0.039	-1.573	1.77	2.8	0.039	1.573	0.819
 15:51:44.943	COM10_9600_00	0.832	0.104	-1.625	1.83	7.2	0.104	1.625	0.832
 15:51:45.095	COM10_9600_00	0.806	0.13	-1.547	1.75	8.8	0.13	1.547	0.806
 15:51:45.247	COM10_9600_00	0.767	0.169	-1.547	1.73	11.8	0.169	1.547	0.767
 15:51:45.398	COM10_9600_00	0.741	0.299	-1.547	1.74	21.2	0.299	1.547	0.741
 15:51:45.550	COM10_9600_00	0.767	0.377	-1.534	1.76	26.9	0.377	1.534	0.767
 15:51:45.702	COM10_9600_00	0.741	0.377	-1.43	1.65	26.1	0.377	1.43	0.741
 15:51:45.853	COM10_9600_00	0.741	0.455	-1.391	1.64	31.5	0.455	1.391	0.741
 15:51:46.005	COM10_9600_00	0.676	0.455	-1.365	1.59	31.5	0.455	1.365	0.676
 15:51:46.156	COM10_9600_00	0.793	0.468	-1.365	1.65	34.6	0.468	1.365	0.793
 15:51:46.308	COM10_9600_00	0.715	0.585	-1.287	1.58	36.4	0.585	1.287	0.715
 15:51:46.461	COM10_9600_00	0.676	0.546	-1.287	1.55	37.3	0.546	1.287	0.676
 15:51:46.613	COM10_9600_00	0.767	0.624	-1.274	1.61	42.7	0.624	1.274	0.767
 15:51:46.765	COM10_9600_00	0.715	0.611	-1.17	1.5	38.5	0.611	1.17	0.715
 15:51:46.917	COM10_9600_00	0.728	0.611	-1.17	1.51	40.5	0.611	1.17	0.728
 15:51:47.069	COM10_9600_00	0.728	0.702	-1.131	1.52	43.9	0.702	1.131	0.728
 15:51:47.221	COM10_9600_00	0.702	0.728	-1.105	1.5	45	0.728	1.105	0.702
 15:51:47.373	COM10_9600_00	0.754	0.715	-1.105	1.52	45.5	0.715	1.105	0.754
 15:51:47.525	COM10_9600_00	0.741	0.728	-1.105	1.52	43.9	0.728	1.105	0.741
 15:51:47.676	COM10_9600_00	0.702	0.767	-1.014	1.45	45.9	0.767	1.014	0.702
 15:51:47.828	COM10_9600_00	0.741	0.793	-1.027	1.49	48.4	0.793	1.027	0.741
 15:51:47.979	COM10_9600_00	0.754	0.793	-0.975	1.47	46.9	0.793	0.975	0.754
 15:51:48.131	COM10_9600_00	0.793	0.819	-0.936	1.48	47.3	0.819	0.936	0.793
 15:51:48.283	COM10_9600_00	0.767	0.767	-0.871	1.39	44	0.767	0.871	0.767
 15:51:48.434	COM10_9600_00	0.806	0.78	-0.858	1.41	45.4	0.78	0.858	0.806
 15:51:48.586	COM10_9600_00	0.78	0.845	-0.819	1.41	46.3	0.845	0.819	0.78
 15:51:48.737	COM10_9600_00	0.832	0.793	-0.806	1.4	45.4	0.793	0.806	0.832
 15:51:48.889	COM10_9600_00	0.819	0.741	-0.715	1.32	41.6	0.741	0.715	0.819
 15:51:49.041	COM10_9600_00	0.858	0.78	-0.741	1.38	43.6	0.78	0.741	0.858
 15:51:49.192	COM10_9600_00	0.845	0.728	-0.702	1.32	40.3	0.728	0.702	0.845
 15:51:49.344	COM10_9600_00	0.858	0.741	-0.689	1.33	41.2	0.741	0.689	0.858
 15:51:49.497	COM10_9600_00	0.858	0.728	-0.702	1.33	40.3	0.728	0.702	0.858
 15:51:49.649	COM10_9600_00	0.871	0.702	-0.689	1.31	39.2	0.702	0.689	0.871
 15:51:49.801	COM10_9600_00	0.858	0.741	-0.65	1.31	40.3	0.741	0.65	0.858
 15:51:49.953	COM10_9600_00	0.897	0.689	-0.702	1.33	38.7	0.689	0.702	0.897
 15:51:50.105	COM10_9600_00	0.832	0.715	-0.689	1.3	38.5	0.715	0.689	0.832
 15:51:50.257	COM10_9600_00	0.845	0.715	-0.663	1.29	40.6	0.715	0.663	0.845
 15:51:50.409	COM10_9600_00	0.793	0.702	-0.702	1.27	39.7	0.702	0.702	0.793
 15:51:50.561	COM10_9600_00	0.884	0.702	-0.65	1.3	41.5	0.702	0.65	0.884
 15:51:50.712	COM10_9600_00	0.832	0.702	-0.676	1.28	38.4	0.702	0.676	0.832
 15:51:50.864	COM10_9600_00	0.871	0.715	-0.65	1.3	40.6	0.715	0.65	0.871
 15:51:51.015	COM10_9600_00	0.897	0.741	-0.65	1.33	40.3	0.741	0.65	0.897
 15:51:51.166	COM10_9600_00	0.806	0.741	-0.676	1.29	39.5	0.741	0.676	0.806
 15:51:51.318	COM10_9600_00	0.845	0.728	-0.624	1.28	42	0.728	0.624	0.845
 15:51:51.470	COM10_9600_00	0.793	0.728	-0.676	1.27	40.7	0.728	0.676	0.793
 15:51:51.622	COM10_9600_00	0.819	0.676	-0.676	1.26	40.4	0.676	0.676	0.819
 15:51:51.774	COM10_9600_00	0.845	0.741	-0.676	1.31	42.1	0.741	0.676	0.845
 15:51:51.925	COM10_9600_00	0.858	0.702	-0.611	1.27	39.7	0.702	0.611	0.858
 15:51:52.077	COM10_9600_00	0.845	0.741	-0.728	1.34	40.8	0.741	0.728	0.845
 15:51:52.229	COM10_9600_00	0.845	0.702	-0.676	1.29	39.7	0.702	0.676	0.845
 15:51:52.381	COM10_9600_00	0.858	0.767	-0.663	1.33	42.2	0.767	0.663	0.858
 15:51:52.533	COM10_9600_00	0.858	0.689	-0.663	1.28	38.7	0.689	0.663	0.858
 15:51:52.685	COM10_9600_00	0.845	0.715	-0.65	1.28	39.8	0.715	0.65	0.845
 15:51:52.837	COM10_9600_00	0.819	0.741	-0.676	1.29	41.2	0.741	0.676	0.819
 15:51:52.988	COM10_9600_00	0.845	0.715	-0.65	1.28	41.1	0.715	0.65	0.845
 15:51:53.140	COM10_9600_00	0.806	0.676	-0.65	1.24	38.6	0.676	0.65	0.806
 15:51:53.291	COM10_9600_00	0.819	0.728	-0.689	1.29	42	0.728	0.689	0.819
 15:51:53.443	COM10_9600_00	0.793	0.702	-0.65	1.24	40.6	0.702	0.65	0.793
 15:51:53.595	COM10_9600_00	0.871	0.741	-0.65	1.32	43	0.741	0.65	0.871
 15:51:53.746	COM10_9600_00	0.845	0.702	-0.715	1.31	38.8	0.702	0.715	0.845
 15:51:53.898	COM10_9600_00	0.832	0.702	-0.663	1.27	39.7	0.702	0.663	0.832
 15:51:54.049	COM10_9600_00	0.819	0.741	-0.65	1.28	41.6	0.741	0.65	0.819
 15:51:54.201	COM10_9600_00	0.923	0.676	-0.702	1.34	39.5	0.676	0.702	0.923
 15:51:54.353	COM10_9600_00	0.858	0.702	-0.65	1.29	37.2	0.702	0.65	0.858
 15:51:54.505	COM10_9600_00	0.871	0.728	-0.663	1.31	40.3	0.728	0.663	0.871
 15:51:54.657	COM10_9600_00	0.91	0.689	-0.624	1.3	38.3	0.689	0.624	0.91
 15:51:54.809	COM10_9600_00	0.975	0.624	-0.585	1.3	34.4	0.624	0.585	0.975
 15:51:54.961	COM10_9600_00	0.988	0.611	-0.572	1.29	32	0.611	0.572	0.988
 15:51:55.113	COM10_9600_00	0.923	0.585	-0.507	1.2	30.6	0.585	0.507	0.923
 15:51:55.264	COM10_9600_00	0.988	0.533	-0.494	1.23	30	0.533	0.494	0.988
 15:51:55.416	COM10_9600_00	1.001	0.481	-0.481	1.21	25.9	0.481	0.481	1.001
 15:51:55.567	COM10_9600_00	1.053	0.468	-0.429	1.23	25	0.468	0.429	1.053
 15:51:55.719	COM10_9600_00	1.04	0.442	-0.403	1.2	22.7	0.442	0.403	1.04
 15:51:55.870	COM10_9600_00	1.105	0.338	-0.39	1.22	18	0.338	0.39	1.105
 15:51:56.022	COM10_9600_00	1.157	0.325	-0.338	1.25	16.3	0.325	0.338	1.157
 15:51:56.174	COM10_9600_00	1.183	0.273	-0.312	1.25	13.2	0.273	0.312	1.183
 15:51:56.326	COM10_9600_00	1.209	0.195	-0.299	1.26	9.3	0.195	0.299	1.209
 15:51:56.477	COM10_9600_00	1.222	0.195	-0.286	1.27	9.1	0.195	0.286	1.222
 15:51:56.629	COM10_9600_00	1.261	0.052	-0.273	1.29	2.4	0.052	0.273	1.261
 15:51:56.780	COM10_9600_00	1.326	0.013	-0.234	1.35	0.5	0.013	0.234	1.326
 15:51:56.932	COM10_9600_00	1.287	-0.091	-0.169	1.3	-3.9	-0.091	0.169	1.287
 15:51:57.084	COM10_9600_00	1.391	-0.143	-0.156	1.41	-6.3	-0.143	0.156	1.391
 15:51:57.236	COM10_9600_00	1.443	-0.221	-0.208	1.47	-9	-0.221	0.208	1.443
 15:51:57.388	COM10_9600_00	1.495	-0.299	-0.156	1.53	-11.7	-0.299	0.156	1.495
 15:51:57.540	COM10_9600_00	1.573	-0.403	-0.13	1.63	-15	-0.403	0.13	1.573
 15:51:57.692	COM10_9600_00	1.521	-0.468	-0.065	1.59	-16.5	-0.468	0.065	1.521
 15:51:57.845	COM10_9600_00	1.547	-0.559	-0.026	1.65	-20.1	-0.559	0.026	1.547
