时间,设备名称,磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),磁场矢量和(ʯt),角度Z(°)
 13:47:23.864,COM10_9600_00, -0.104, 0.052, 0.026, 0.120, 153.400,
 13:47:23.966,COM10_9600_00, -0.065, 0.065, -0.013, 0.090, 147.900,
 13:47:24.067,COM10_9600_00, -0.091, 0.078, 0.000, 0.120, 129.800,
 13:47:24.169,COM10_9600_00, -0.130, 0.117, 0.026, 0.180, 127.800,
 13:47:24.273,COM10_9600_00, -0.065, 0.065, 0.039, 0.100, 153.400,
 13:47:24.375,COM10_9600_00, -0.104, 0.104, -0.026, 0.150, 122.000,
 13:47:24.477,COM10_9600_00, -0.078, 0.052, -0.013, 0.090, 153.400,
 13:47:24.579,COM10_9600_00, -0.091, 0.091, 0.013, 0.130, 130.600,
 13:47:24.681,COM10_9600_00, -0.078, 0.052, 0.000, 0.090, 150.200,
 13:47:24.782,COM10_9600_00, -0.078, 0.052, -0.026, 0.100, 146.300,
 13:47:24.884,COM10_9600_00, -0.065, 0.091, 0.013, 0.110, 130.600,
 13:47:24.986,COM10_9600_00, -0.078, 0.091, -0.013, 0.120, 125.500,
 13:47:25.087,COM10_9600_00, -0.117, 0.052, -0.026, 0.130, 146.300,
 13:47:25.188,COM10_9600_00, -0.091, 0.039, -0.013, 0.100, 161.500,
 13:47:25.289,COM10_9600_00, -0.091, 0.065, 0.013, 0.110, 144.400,
 13:47:25.391,COM10_9600_00, -0.078, 0.078, -0.026, 0.110, 139.300,
 13:47:25.493,COM10_9600_00, -0.078, 0.065, -0.052, 0.110, 140.100,
 13:47:25.595,COM10_9600_00, -0.091, 0.078, -0.026, 0.120, 135.000,
 13:47:25.697,COM10_9600_00, -0.091, 0.052, 0.013, 0.110, 150.200,
 13:47:25.798,COM10_9600_00, -0.039, 0.078, -0.013, 0.090, 139.300,
 13:47:25.900,COM10_9600_00, -0.065, 0.130, -0.026, 0.150, 106.600,
 13:47:26.002,COM10_9600_00, -0.091, 0.052, 0.000, 0.100, 141.300,
 13:47:26.104,COM10_9600_00, -0.052, 0.052, 0.026, 0.080, 150.200,
 13:47:26.205,COM10_9600_00, -0.130, 0.143, 0.000, 0.190, 109.900,
 13:47:26.307,COM10_9600_00, -0.065, 0.065, 0.013, 0.090, 153.400,
 13:47:26.408,COM10_9600_00, -0.078, 0.078, 0.000, 0.110, 129.800,
 13:47:26.510,COM10_9600_00, -0.130, 0.052, 0.000, 0.140, 146.300,
 13:47:26.612,COM10_9600_00, -0.156, 0.078, -0.026, 0.180, 149.000,
 13:47:26.714,COM10_9600_00, -0.078, 0.065, -0.013, 0.100, 157.300,
 13:47:26.816,COM10_9600_00, -0.117, 0.078, -0.026, 0.140, 135.000,
 13:47:26.918,COM10_9600_00, -0.026, 0.078, 0.052, 0.100, 146.300,
 13:47:27.020,COM10_9600_00, -0.052, 0.052, -0.039, 0.080, 116.500,
 13:47:27.122,COM10_9600_00, -0.078, 0.052, -0.039, 0.100, 135.000,
 13:47:27.223,COM10_9600_00, -0.078, 0.065, 0.013, 0.100, 140.100,
 13:47:27.325,COM10_9600_00, -0.052, 0.065, 0.000, 0.080, 140.100,
 13:47:27.427,COM10_9600_00, -0.091, 0.078, 0.013, 0.120, 123.600,
 13:47:27.530,COM10_9600_00, -0.104, 0.052, -0.039, 0.120, 150.200,
 13:47:27.631,COM10_9600_00, -0.104, 0.065, -0.026, 0.130, 147.900,
 13:47:27.733,COM10_9600_00, -0.052, 0.078, -0.026, 0.100, 143.100,
 13:47:27.835,COM10_9600_00, -0.026, 0.104, 0.000, 0.110, 116.500,
 13:47:27.937,COM10_9600_00, -0.065, 0.065, 0.026, 0.100, 111.800,
 13:47:28.039,COM10_9600_00, -0.039, 0.091, -0.039, 0.110, 125.500,
 13:47:28.140,COM10_9600_00, -0.013, 0.130, 0.013, 0.130, 106.600,
 13:47:28.244,COM10_9600_00, -0.104, 0.065, 0.000, 0.120, 101.300,
 13:47:28.346,COM10_9600_00, -0.091, 0.117, 0.000, 0.150, 131.600,
 13:47:28.448,COM10_9600_00, -0.104, 0.065, 0.013, 0.120, 144.400,
 13:47:28.550,COM10_9600_00, -0.117, 0.078, 0.000, 0.140, 143.100,
 13:47:28.651,COM10_9600_00, -0.039, 0.052, -0.013, 0.070, 156.000,
 13:47:28.753,COM10_9600_00, -0.052, 0.091, 0.000, 0.100, 113.100,
 13:47:28.855,COM10_9600_00, 0.000, 0.039, 0.013, 0.040, 143.100,
 13:47:28.957,COM10_9600_00, -0.052, 0.065, 0.013, 0.080, 90.000,
 13:47:29.059,COM10_9600_00, -0.091, 0.052, -0.013, 0.110, 135.000,
 13:47:29.161,COM10_9600_00, -0.026, 0.039, -0.026, 0.050, 156.800,
 13:47:29.263,COM10_9600_00, -0.091, 0.091, -0.065, 0.140, 105.900,
 13:47:29.365,COM10_9600_00, -0.039, 0.078, 0.013, 0.090, 139.300,
 13:47:29.467,COM10_9600_00, -0.117, 0.104, -0.026, 0.160, 110.500,
 13:47:29.568,COM10_9600_00, -0.104, 0.052, -0.026, 0.120, 156.000,
 13:47:29.670,COM10_9600_00, -0.091, 0.117, -0.013, 0.150, 131.600,
 13:47:29.772,COM10_9600_00, -0.104, 0.052, -0.026, 0.120, 150.200,
 13:47:29.873,COM10_9600_00, -0.065, 0.052, -0.026, 0.090, 153.400,
 13:47:29.974,COM10_9600_00, -0.078, 0.091, 0.000, 0.120, 125.500,
 13:47:30.075,COM10_9600_00, -0.104, 0.065, -0.013, 0.120, 140.100,
 13:47:30.177,COM10_9600_00, -0.130, 0.065, 0.013, 0.150, 147.900,
 13:47:30.278,COM10_9600_00, -0.078, 0.078, 0.013, 0.110, 149.000,
 13:47:30.380,COM10_9600_00, -0.026, 0.104, 0.000, 0.110, 126.800,
 13:47:30.482,COM10_9600_00, -0.065, 0.078, 0.013, 0.100, 108.400,
 13:47:30.584,COM10_9600_00, -0.104, 0.104, -0.013, 0.150, 122.000,
 13:47:30.685,COM10_9600_00, -0.091, 0.078, 0.039, 0.130, 143.100,
 13:47:30.788,COM10_9600_00, -0.104, 0.104, 0.000, 0.150, 131.100,
 13:47:30.890,COM10_9600_00, -0.078, 0.052, 0.026, 0.100, 153.400,
 13:47:30.991,COM10_9600_00, -0.104, 0.065, 0.000, 0.120, 140.100,
 13:47:31.093,COM10_9600_00, -0.039, 0.104, 0.013, 0.110, 135.000,
 13:47:31.195,COM10_9600_00, -0.065, 0.078, 0.000, 0.100, 116.500,
 13:47:31.296,COM10_9600_00, -0.104, 0.052, 0.000, 0.120, 141.300,
 13:47:31.398,COM10_9600_00, -0.091, 0.026, 0.000, 0.090, 165.900,
 13:47:31.500,COM10_9600_00, -0.130, 0.039, 0.026, 0.140, 156.800,
 13:47:31.602,COM10_9600_00, -0.039, 0.052, -0.052, 0.080, 158.100,
 13:47:31.705,COM10_9600_00, -0.091, 0.039, 0.000, 0.100, 135.000,
 13:47:31.807,COM10_9600_00, -0.078, 0.078, 0.000, 0.110, 139.300,
 13:47:31.909,COM10_9600_00, -0.104, 0.065, -0.013, 0.120, 140.100,
 13:47:32.011,COM10_9600_00, -0.065, 0.078, 0.000, 0.100, 143.100,
 13:47:32.112,COM10_9600_00, -0.104, 0.065, 0.052, 0.130, 135.000,
 13:47:32.214,COM10_9600_00, -0.117, 0.065, -0.039, 0.140, 147.900,
 13:47:32.316,COM10_9600_00, -0.052, 0.052, -0.039, 0.080, 156.000,
 13:47:32.418,COM10_9600_00, -0.117, 0.078, 0.026, 0.140, 123.600,
 13:47:32.520,COM10_9600_00, -0.078, 0.078, 0.000, 0.110, 146.300,
 13:47:32.622,COM10_9600_00, -0.052, 0.013, 0.013, 0.060, 170.500,
 13:47:32.724,COM10_9600_00, -0.065, 0.091, -0.026, 0.110, 119.700,
 13:47:32.826,COM10_9600_00, -0.104, 0.065, -0.013, 0.120, 135.000,
 13:47:32.927,COM10_9600_00, -0.052, 0.078, -0.013, 0.090, 143.100,
 13:47:33.029,COM10_9600_00, -0.052, 0.065, 0.013, 0.080, 128.600,
 13:47:33.131,COM10_9600_00, -0.065, 0.078, -0.052, 0.110, 123.600,
 13:47:33.233,COM10_9600_00, -0.078, 0.065, 0.000, 0.100, 135.000,
 13:47:33.335,COM10_9600_00, -0.091, 0.091, 0.013, 0.130, 130.600,
 13:47:33.437,COM10_9600_00, -0.078, 0.052, 0.013, 0.090, 150.200,
 13:47:33.539,COM10_9600_00, -0.091, 0.078, 0.026, 0.120, 135.000,
 13:47:33.641,COM10_9600_00, -0.104, 0.026, -0.039, 0.110, 164.000,
 13:47:33.743,COM10_9600_00, -0.078, 0.052, 0.000, 0.090, 153.400,
 13:47:33.845,COM10_9600_00, -0.143, 0.052, 0.026, 0.150, 146.300,
 13:47:33.947,COM10_9600_00, -0.078, 0.091, 0.013, 0.120, 147.500,
