时间,设备名称,磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),磁场矢量和(ʯt),角度Z(°)
 16:59:22.333,COM10_9600_00,58.045,57.603,57.629,100.04,44.7
 16:59:22.436,COM10_9600_00,58.045,57.603,57.629,100.04,44.7
 16:59:22.538,COM10_9600_00,58.032,57.603,57.629,100.03,44.7
 16:59:22.640,COM10_9600_00,58.045,57.603,57.629,100.04,44.7
 16:59:22.742,COM10_9600_00,58.045,57.603,57.629,100.04,44.7
 16:59:22.844,COM10_9600_00,58.032,57.59,57.629,100.03,44.7
 16:59:22.948,COM10_9600_00,58.058,57.59,57.616,100.03,44.7
 16:59:23.050,COM10_9600_00,58.045,57.59,57.616,100.03,44.7
 16:59:23.152,COM10_9600_00,58.058,57.59,57.616,100.03,44.7
 16:59:23.256,COM10_9600_00,58.058,57.59,57.616,100.03,44.7
 16:59:23.360,COM10_9600_00,58.058,57.59,57.616,100.03,44.7
 16:59:23.464,COM10_9600_00,58.045,57.59,57.616,100.03,44.7
 16:59:23.566,COM10_9600_00,58.045,57.59,57.616,100.03,44.7
 16:59:23.668,COM10_9600_00,58.032,57.59,57.616,100.02,44.7
 16:59:23.772,COM10_9600_00,58.032,57.59,57.616,100.02,44.7
 16:59:23.874,COM10_9600_00,58.032,57.59,57.616,100.02,44.7
 16:59:23.976,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:24.080,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:24.183,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:24.285,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:24.389,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:24.491,COM10_9600_00,58.045,57.59,57.603,100.02,44.7
 16:59:24.594,COM10_9600_00,58.045,57.59,57.603,100.02,44.7
 16:59:24.697,COM10_9600_00,58.045,57.59,57.603,100.02,44.7
 16:59:24.800,COM10_9600_00,58.045,57.577,57.603,100.01,44.7
 16:59:24.904,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:25.007,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:25.111,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:25.213,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:25.315,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:25.417,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:25.519,COM10_9600_00,58.045,57.577,57.603,100.01,44.7
 16:59:25.621,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:25.723,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:25.825,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:25.927,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:26.029,COM10_9600_00,58.045,57.577,57.603,100.01,44.7
 16:59:26.131,COM10_9600_00,58.045,57.577,57.603,100.01,44.7
 16:59:26.233,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:26.335,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:26.437,COM10_9600_00,58.032,57.577,57.616,100.01,44.7
 16:59:26.538,COM10_9600_00,58.032,57.577,57.616,100.01,44.7
 16:59:26.641,COM10_9600_00,58.032,57.577,57.616,100.01,44.7
 16:59:26.744,COM10_9600_00,58.032,57.577,57.616,100.01,44.7
 16:59:26.846,COM10_9600_00,58.032,57.577,57.616,100.01,44.7
 16:59:26.949,COM10_9600_00,58.032,57.59,57.629,100.03,44.7
 16:59:27.051,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:27.153,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:27.255,COM10_9600_00,58.019,57.59,57.603,100,44.7
 16:59:27.357,COM10_9600_00,58.006,57.59,57.603,100,44.7
 16:59:27.460,COM10_9600_00,58.006,57.59,57.603,100,44.7
 16:59:27.562,COM10_9600_00,58.006,57.59,57.629,100.01,44.7
 16:59:27.665,COM10_9600_00,58.019,57.59,57.629,100.02,44.7
 16:59:27.769,COM10_9600_00,58.019,57.59,57.629,100.02,44.7
 16:59:27.872,COM10_9600_00,58.019,57.59,57.616,100.01,44.7
 16:59:27.974,COM10_9600_00,58.019,57.59,57.616,100.01,44.7
 16:59:28.076,COM10_9600_00,58.019,57.59,57.616,100.01,44.7
 16:59:28.178,COM10_9600_00,58.045,57.59,57.616,100.03,44.7
 16:59:28.280,COM10_9600_00,58.058,57.59,57.616,100.03,44.7
 16:59:28.382,COM10_9600_00,58.045,57.59,57.616,100.03,44.7
 16:59:28.484,COM10_9600_00,58.045,57.59,57.616,100.03,44.7
 16:59:28.586,COM10_9600_00,58.045,57.59,57.603,100.02,44.7
 16:59:28.691,COM10_9600_00,58.045,57.59,57.603,100.02,44.7
 16:59:28.794,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:28.896,COM10_9600_00,58.032,57.59,57.603,100.01,44.7
 16:59:28.997,COM10_9600_00,58.019,57.59,57.642,100.03,44.7
 16:59:29.100,COM10_9600_00,58.019,57.59,57.642,100.03,44.7
 16:59:29.202,COM10_9600_00,58.006,57.59,57.642,100.02,44.7
 16:59:29.304,COM10_9600_00,58.006,57.59,57.642,100.02,44.7
 16:59:29.406,COM10_9600_00,58.006,57.577,57.642,100.01,44.7
 16:59:29.508,COM10_9600_00,58.006,57.577,57.642,100.01,44.7
 16:59:29.610,COM10_9600_00,58.006,57.577,57.616,100,44.7
 16:59:29.715,COM10_9600_00,58.006,57.577,57.603,99.99,44.7
 16:59:29.818,COM10_9600_00,58.006,57.577,57.603,99.99,44.7
 16:59:29.921,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:30.024,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:30.126,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:30.229,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:30.332,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:30.435,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:30.538,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:30.640,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:30.743,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:30.845,COM10_9600_00,58.019,57.59,57.603,100,44.7
 16:59:30.947,COM10_9600_00,58.019,57.59,57.603,100,44.7
 16:59:31.049,COM10_9600_00,58.006,57.577,57.603,99.99,44.7
 16:59:31.151,COM10_9600_00,58.019,57.577,57.603,100,44.7
 16:59:31.253,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:31.355,COM10_9600_00,58.032,57.577,57.603,100,44.7
 16:59:31.457,COM10_9600_00,58.032,57.603,57.603,100.02,44.7
 16:59:31.559,COM10_9600_00,58.032,57.603,57.603,100.02,44.7
 16:59:31.661,COM10_9600_00,58.032,57.603,57.603,100.02,44.7
 16:59:31.764,COM10_9600_00,58.045,57.603,57.603,100.03,44.7
 16:59:31.866,COM10_9600_00,58.084,57.603,57.59,100.04,44.7
 16:59:31.968,COM10_9600_00,58.084,57.603,57.59,100.04,44.7
 16:59:32.072,COM10_9600_00,58.058,57.603,57.538,100,44.7
 16:59:32.174,COM10_9600_00,58.045,57.59,57.512,99.97,44.7
 16:59:32.277,COM10_9600_00,58.032,57.577,57.447,99.91,44.7
 16:59:32.380,COM10_9600_00,58.019,57.564,57.421,99.88,44.7
 16:59:32.483,COM10_9600_00,58.006,57.551,57.382,99.85,44.7
 16:59:32.585,COM10_9600_00,57.993,57.538,57.343,99.81,44.7
 16:59:32.687,COM10_9600_00,57.98,57.538,57.33,99.79,44.7
 16:59:32.789,COM10_9600_00,57.967,57.538,57.252,99.74,44.7
 16:59:32.893,COM10_9600_00,57.954,57.538,57.213,99.71,44.7
 16:59:32.996,COM10_9600_00,57.941,57.551,57.148,99.68,44.8
 16:59:33.099,COM10_9600_00,57.928,57.551,57.096,99.64,44.8
 16:59:33.201,COM10_9600_00,57.915,57.551,57.07,99.62,44.8
 16:59:33.303,COM10_9600_00,57.902,57.564,57.005,99.58,44.8
 16:59:33.405,COM10_9600_00,57.863,57.616,56.979,99.57,44.8
 16:59:33.508,COM10_9600_00,57.85,57.616,56.94,99.54,44.8
 16:59:33.610,COM10_9600_00,57.837,57.629,56.901,99.52,44.8
 16:59:33.714,COM10_9600_00,57.824,57.642,56.888,99.51,44.9
 16:59:33.816,COM10_9600_00,57.811,57.655,56.836,99.48,44.9
 16:59:33.918,COM10_9600_00,57.811,57.681,56.797,99.47,44.9
 16:59:34.019,COM10_9600_00,57.798,57.694,56.758,99.45,44.9
 16:59:34.121,COM10_9600_00,57.798,57.707,56.732,99.44,44.9
 16:59:34.224,COM10_9600_00,57.785,57.733,56.693,99.43,44.9
 16:59:34.328,COM10_9600_00,57.772,57.772,56.667,99.43,44.9
 16:59:34.431,COM10_9600_00,57.759,57.772,56.615,99.39,45
 16:59:34.533,COM10_9600_00,57.759,57.824,56.589,99.41,45
 16:59:34.637,COM10_9600_00,57.746,57.824,56.55,99.38,45
 16:59:34.740,COM10_9600_00,57.746,57.837,56.511,99.36,45
 16:59:34.843,COM10_9600_00,57.746,57.889,56.472,99.37,45
 16:59:34.946,COM10_9600_00,57.733,57.915,56.446,99.36,45
 16:59:35.048,COM10_9600_00,57.733,57.941,56.407,99.36,45.1
 16:59:35.150,COM10_9600_00,57.72,58.006,56.342,99.35,45.1
 16:59:35.252,COM10_9600_00,57.72,58.058,56.303,99.36,45.1
 16:59:35.354,COM10_9600_00,57.72,58.084,56.264,99.35,45.1
 16:59:35.456,COM10_9600_00,57.72,58.136,56.251,99.38,45.2
 16:59:35.559,COM10_9600_00,57.694,58.175,56.199,99.35,45.2
 16:59:35.660,COM10_9600_00,57.694,58.24,56.186,99.38,45.2
 16:59:35.762,COM10_9600_00,57.694,58.292,56.121,99.38,45.2
 16:59:35.864,COM10_9600_00,57.681,58.331,56.082,99.37,45.3
 16:59:35.966,COM10_9600_00,57.681,58.383,56.069,99.4,45.3
 16:59:36.068,COM10_9600_00,57.681,58.422,56.004,99.38,45.3
 16:59:36.171,COM10_9600_00,57.681,58.461,55.991,99.4,45.3
 16:59:36.273,COM10_9600_00,57.681,58.5,55.978,99.41,45.4
 16:59:36.375,COM10_9600_00,57.681,58.565,55.913,99.41,45.4
 16:59:36.477,COM10_9600_00,57.668,58.617,55.913,99.44,45.4
 16:59:36.579,COM10_9600_00,57.681,58.669,55.861,99.45,45.4
 16:59:36.681,COM10_9600_00,57.681,58.721,55.796,99.44,45.5
 16:59:36.783,COM10_9600_00,57.72,58.773,55.796,99.49,45.5
 16:59:36.885,COM10_9600_00,57.707,58.825,55.757,99.5,45.5
 16:59:36.989,COM10_9600_00,57.733,58.89,55.731,99.53,45.5
 16:59:37.090,COM10_9600_00,57.72,58.955,55.679,99.54,45.6
 16:59:37.194,COM10_9600_00,57.733,59.033,55.666,99.58,45.6
 16:59:37.296,COM10_9600_00,57.733,59.085,55.64,99.6,45.6
 16:59:37.398,COM10_9600_00,57.746,59.15,55.614,99.63,45.6
 16:59:37.500,COM10_9600_00,57.746,59.228,55.575,99.66,45.7
 16:59:37.602,COM10_9600_00,57.746,59.293,55.549,99.68,45.7
 16:59:37.704,COM10_9600_00,57.772,59.384,55.51,99.73,45.8
 16:59:37.806,COM10_9600_00,57.759,59.462,55.471,99.74,45.8
 16:59:37.910,COM10_9600_00,57.759,59.527,55.445,99.77,45.8
 16:59:38.012,COM10_9600_00,57.746,59.605,55.406,99.79,45.9
 16:59:38.114,COM10_9600_00,57.746,59.683,55.393,99.83,45.9
 16:59:38.216,COM10_9600_00,57.759,59.748,55.354,99.85,45.9
 16:59:38.318,COM10_9600_00,57.772,59.826,55.341,99.9,46
 16:59:38.421,COM10_9600_00,57.772,59.917,55.302,99.93,46
 16:59:38.525,COM10_9600_00,57.824,60.021,55.276,100.01,46
 16:59:38.628,COM10_9600_00,57.876,60.099,55.25,100.07,46.1
 16:59:38.733,COM10_9600_00,57.863,60.177,55.237,100.1,46.1
 16:59:38.835,COM10_9600_00,57.889,60.229,55.185,100.12,46.1
 16:59:38.939,COM10_9600_00,57.876,60.359,55.159,100.18,46.1
 16:59:39.041,COM10_9600_00,57.902,60.385,55.133,100.19,46.2
 16:59:39.143,COM10_9600_00,57.915,60.515,55.107,100.26,46.2
 16:59:39.246,COM10_9600_00,57.915,60.606,55.081,100.31,46.3
 16:59:39.349,COM10_9600_00,57.941,60.684,55.042,100.35,46.3
 16:59:39.451,COM10_9600_00,57.941,60.814,55.016,100.41,46.3
 16:59:39.553,COM10_9600_00,57.967,60.918,55.003,100.48,46.4
 16:59:39.655,COM10_9600_00,57.967,61.022,54.977,100.53,46.4
 16:59:39.757,COM10_9600_00,57.954,61.1,54.938,100.55,46.5
 16:59:39.861,COM10_9600_00,58.006,61.217,54.912,100.64,46.5
 16:59:39.964,COM10_9600_00,58.006,61.347,54.886,100.7,46.6
 16:59:40.067,COM10_9600_00,58.032,61.425,54.86,100.75,46.6
 16:59:40.170,COM10_9600_00,58.058,61.516,54.821,100.8,46.6
 16:59:40.271,COM10_9600_00,58.071,61.659,54.808,100.89,46.7
 16:59:40.375,COM10_9600_00,58.097,61.75,54.795,100.95,46.7
 16:59:40.477,COM10_9600_00,58.097,61.88,54.756,101.01,46.8
 16:59:40.580,COM10_9600_00,58.149,61.984,54.73,101.09,46.8
 16:59:40.685,COM10_9600_00,58.162,62.075,54.704,101.14,46.8
 16:59:40.788,COM10_9600_00,58.188,62.205,54.678,101.22,46.9
 16:59:40.890,COM10_9600_00,58.201,62.309,54.639,101.27,46.9
 16:59:40.992,COM10_9600_00,58.253,62.426,54.626,101.36,47
 16:59:41.096,COM10_9600_00,58.266,62.543,54.613,101.44,47
 16:59:41.199,COM10_9600_00,58.279,62.66,54.587,101.5,47
 16:59:41.301,COM10_9600_00,58.318,62.751,54.574,101.57,47.1
 16:59:41.402,COM10_9600_00,58.331,62.894,54.548,101.65,47.1
 16:59:41.503,COM10_9600_00,58.37,63.011,54.509,101.73,47.2
 16:59:41.606,COM10_9600_00,58.37,63.141,54.509,101.81,47.2
 16:59:41.708,COM10_9600_00,58.396,63.284,54.47,101.89,47.3
 16:59:41.809,COM10_9600_00,58.422,63.414,54.47,101.99,47.3
 16:59:41.911,COM10_9600_00,58.435,63.557,54.457,102.08,47.4
 16:59:42.012,COM10_9600_00,58.448,63.687,54.418,102.14,47.4
 16:59:42.114,COM10_9600_00,58.5,63.817,54.392,102.24,47.5
 16:59:42.217,COM10_9600_00,58.539,63.947,54.379,102.34,47.5
 16:59:42.318,COM10_9600_00,58.565,64.09,54.366,102.44,47.5
 16:59:42.419,COM10_9600_00,58.591,64.233,54.353,102.53,47.6
 16:59:42.522,COM10_9600_00,58.63,64.363,54.34,102.63,47.6
 16:59:42.626,COM10_9600_00,58.643,64.493,54.314,102.71,47.7
 16:59:42.729,COM10_9600_00,58.695,64.649,54.301,102.83,47.7
 16:59:42.831,COM10_9600_00,58.721,64.792,54.249,102.9,47.8
 16:59:42.933,COM10_9600_00,58.76,64.948,54.249,103.02,47.8
 16:59:43.036,COM10_9600_00,58.773,65.078,54.236,103.11,47.9
 16:59:43.138,COM10_9600_00,58.799,65.221,54.236,103.21,47.9
 16:59:43.240,COM10_9600_00,58.838,65.351,54.184,103.29,48
 16:59:43.344,COM10_9600_00,58.864,65.507,54.184,103.4,48
 16:59:43.447,COM10_9600_00,58.89,65.663,54.184,103.52,48.1
 16:59:43.549,COM10_9600_00,58.942,65.819,54.171,103.64,48.1
 16:59:43.651,COM10_9600_00,58.955,66.014,54.158,103.76,48.2
 16:59:43.754,COM10_9600_00,58.981,66.157,54.145,103.86,48.2
 16:59:43.857,COM10_9600_00,59.059,66.313,54.132,104,48.3
 16:59:43.960,COM10_9600_00,59.059,66.482,54.093,104.09,48.3
 16:59:44.063,COM10_9600_00,59.098,66.638,54.093,104.21,48.4
 16:59:44.165,COM10_9600_00,59.124,66.82,54.08,104.33,48.5
 16:59:44.268,COM10_9600_00,59.189,66.976,54.067,104.46,48.5
 16:59:44.370,COM10_9600_00,59.202,67.184,54.041,104.59,48.6
 16:59:44.472,COM10_9600_00,59.241,67.379,54.015,104.72,48.6
 16:59:44.575,COM10_9600_00,59.267,67.522,54.015,104.83,48.7
 16:59:44.676,COM10_9600_00,59.306,67.704,54.002,104.96,48.8
 16:59:44.778,COM10_9600_00,59.371,67.873,53.989,105.1,48.8
 16:59:44.881,COM10_9600_00,59.436,68.042,53.989,105.25,48.8
 16:59:44.983,COM10_9600_00,59.488,68.25,53.976,105.41,48.9
 16:59:45.084,COM10_9600_00,59.488,68.419,53.963,105.51,48.9
 16:59:45.186,COM10_9600_00,59.527,68.562,53.963,105.62,49
 16:59:45.288,COM10_9600_00,59.54,68.757,53.924,105.74,49.1
 16:59:45.390,COM10_9600_00,59.553,68.926,53.924,105.85,49.1
 16:59:45.492,COM10_9600_00,59.605,69.095,53.924,105.99,49.2
 16:59:45.595,COM10_9600_00,59.67,69.329,53.924,106.18,49.3
 16:59:45.699,COM10_9600_00,59.709,69.524,53.924,106.33,49.3
 16:59:45.800,COM10_9600_00,59.735,69.693,53.924,106.46,49.4
 16:59:45.902,COM10_9600_00,59.8,69.888,53.911,106.62,49.4
 16:59:46.005,COM10_9600_00,59.813,70.083,53.911,106.75,49.5
 16:59:46.107,COM10_9600_00,59.878,70.304,53.911,106.93,49.6
 16:59:46.209,COM10_9600_00,59.904,70.538,53.898,107.09,49.6
 16:59:46.311,COM10_9600_00,59.956,70.746,53.885,107.25,49.7
 16:59:46.412,COM10_9600_00,59.982,70.954,53.885,107.41,49.8
 16:59:46.515,COM10_9600_00,60.021,71.149,53.885,107.56,49.8
 16:59:46.617,COM10_9600_00,60.073,71.331,53.846,107.69,49.9
 16:59:46.720,COM10_9600_00,60.138,71.578,53.846,107.89,49.9
 16:59:46.822,COM10_9600_00,60.19,71.812,53.833,108.06,50
 16:59:46.924,COM10_9600_00,60.229,71.981,53.833,108.2,50
 16:59:47.026,COM10_9600_00,60.281,72.176,53.833,108.36,50.1
 16:59:47.128,COM10_9600_00,60.32,72.41,53.833,108.53,50.2
 16:59:47.231,COM10_9600_00,60.385,72.605,53.833,108.7,50.2
 16:59:47.333,COM10_9600_00,60.398,72.826,53.833,108.86,50.3
 16:59:47.435,COM10_9600_00,60.45,73.06,53.833,109.04,50.4
 16:59:47.537,COM10_9600_00,60.476,73.281,53.833,109.2,50.4
 16:59:47.638,COM10_9600_00,60.554,73.502,53.833,109.4,50.5
 16:59:47.741,COM10_9600_00,60.567,73.723,53.833,109.55,50.6
 16:59:47.844,COM10_9600_00,60.632,73.944,53.833,109.74,50.6
 16:59:47.946,COM10_9600_00,60.658,74.191,53.833,109.92,50.7
 16:59:48.048,COM10_9600_00,60.71,74.451,53.833,110.12,50.8
 16:59:48.150,COM10_9600_00,60.762,74.685,53.846,110.31,50.8
 16:59:48.252,COM10_9600_00,60.814,74.932,53.846,110.51,50.9
 16:59:48.355,COM10_9600_00,60.905,75.166,53.846,110.72,51
 16:59:48.458,COM10_9600_00,60.905,75.452,53.859,110.92,51
 16:59:48.560,COM10_9600_00,60.905,75.595,53.859,111.02,51.1
 16:59:48.662,COM10_9600_00,60.892,75.647,53.859,111.05,51.1
 16:59:48.766,COM10_9600_00,60.892,75.647,53.859,111.05,51.1
 16:59:48.868,COM10_9600_00,60.879,75.66,53.859,111.05,51.1
 16:59:48.970,COM10_9600_00,60.892,75.66,53.872,111.06,51.1
 16:59:49.072,COM10_9600_00,60.879,75.673,53.872,111.06,51.1
 16:59:49.175,COM10_9600_00,60.879,75.699,53.872,111.08,51.1
 16:59:49.277,COM10_9600_00,60.866,75.699,53.924,111.1,51.1
 16:59:49.379,COM10_9600_00,60.866,75.699,53.924,111.1,51.1
 16:59:49.481,COM10_9600_00,60.853,75.699,53.924,111.09,51.1
 16:59:49.583,COM10_9600_00,60.84,75.699,53.924,111.08,51.2
 16:59:49.687,COM10_9600_00,60.827,75.686,53.924,111.07,51.2
 16:59:49.789,COM10_9600_00,60.827,75.686,53.911,111.06,51.2
 16:59:49.891,COM10_9600_00,60.827,75.686,53.911,111.06,51.2
 16:59:49.994,COM10_9600_00,60.84,75.686,53.911,111.07,51.2
 16:59:50.096,COM10_9600_00,60.827,75.686,53.911,111.06,51.2
 16:59:50.200,COM10_9600_00,60.827,75.66,53.911,111.04,51.2
 16:59:50.303,COM10_9600_00,60.827,75.66,53.924,111.05,51.2
 16:59:50.406,COM10_9600_00,60.814,75.66,53.924,111.04,51.2
 16:59:50.508,COM10_9600_00,60.814,75.66,53.924,111.04,51.2
 16:59:50.610,COM10_9600_00,60.827,75.66,53.924,111.05,51.2
 16:59:50.712,COM10_9600_00,60.827,75.66,53.911,111.04,51.2
 16:59:50.814,COM10_9600_00,60.827,75.66,53.911,111.04,51.2
 16:59:50.917,COM10_9600_00,60.827,75.66,53.911,111.04,51.2
 16:59:51.022,COM10_9600_00,60.866,75.66,53.911,111.07,51.2
 16:59:51.124,COM10_9600_00,60.853,75.66,53.911,111.06,51.1
 16:59:51.226,COM10_9600_00,60.853,75.66,53.911,111.06,51.1
 16:59:51.328,COM10_9600_00,60.84,75.66,53.911,111.05,51.1
 16:59:51.430,COM10_9600_00,60.827,75.66,53.911,111.04,51.1
 16:59:51.532,COM10_9600_00,60.827,75.66,53.911,111.04,51.2
 16:59:51.635,COM10_9600_00,60.84,75.66,53.898,111.04,51.2
 16:59:51.737,COM10_9600_00,60.84,75.66,53.911,111.05,51.1
 16:59:51.839,COM10_9600_00,60.84,75.66,53.911,111.05,51.1
 16:59:51.941,COM10_9600_00,60.853,75.66,53.911,111.06,51.1
 16:59:52.043,COM10_9600_00,60.84,75.66,53.911,111.05,51.1
 16:59:52.146,COM10_9600_00,60.827,75.66,53.911,111.04,51.1
 16:59:52.248,COM10_9600_00,60.827,75.66,53.911,111.04,51.2
 16:59:52.352,COM10_9600_00,60.827,75.66,53.924,111.05,51.2
 16:59:52.456,COM10_9600_00,60.827,75.66,53.924,111.05,51.2
 16:59:52.557,COM10_9600_00,60.827,75.66,53.924,111.05,51.2
